Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Zimmerman T.W., Scorza R.",Genetic transformation through the use of hyperhydric tobacco meristems,1996,Molecular Breeding,2,1,,73,80,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030062061&partnerID=40&md5=8e6bd9055d132ffa8ea8f17e58a26e25,"USDA-ARS, Appalachian Fruit Research Station, 45 Wiltshire Rd., Kearneysville, WV 25430, United States; University of the Virgin Islands, Agricultural Experiment Station, RR2 Box 10000, Kingshill, 00850, Virgin Islands (U.S.)","Zimmerman, T.W., USDA-ARS, Appalachian Fruit Research Station, 45 Wiltshire Rd., Kearneysville, WV 25430, United States, University of the Virgin Islands, Agricultural Experiment Station, RR2 Box 10000, Kingshill, 00850, Virgin Islands (U.S.); Scorza, R., USDA-ARS, Appalachian Fruit Research Station, 45 Wiltshire Rd., Kearneysville, WV 25430, United States","Exposed shoot meristems from normal and hyperhydric (vitrified) tobacco, Nicotiana tabacum, were bombarded with gold particles either coated with plasmid DNA containing neomycin phosphotransferase (NPTII), rolC and ?-glucuronidase (GUS) genes (plasmid pGA-GUSGFrolC) or left uncoated. Meristems bombarded with uncoated particles were co-cultivated with Agrobacterium tumefaciens strain EHA101 harboring the binary vector pGA-GUSGFrolC. Whole-plant transformants were produced from 4 of 40 hyperhydric meristems bombarded with uncoated particles followed by co-cultivation with A. tumefaciens. One transgenic plant was obtained from 40 normal, non-hyperhydric meristems treated. Transformation was verified by growth on kanamycin-containing medium, GUS assays, PCR, and Southern analysis. The plants tested through Southern analysis appeared to have 2 or more copies of the transgene insert. Seeds obtained from self-pollination of these transgenic plants segregated 3:1 or 15:1 (kanamycin resistant:sensitive) when germinated on medium containing 100 mg/1 kanamycin, indicating transfer of foreign genes through the sexual cycle. Whole-plant transformants were not produced from 50 normal tobacco meristems bombarded with plasmid-coated gold particles and not exposed to engineered A. tumefaciens, but 1 plant of 60 bombarded hyperhydric meristems produced transgenic roots, the result of a chimera. We suggest that hyperhydric meristems are more readily transformed. © 1996 Kluwer Academic Publishers.",Agrobacterium tumefaciens; Chimera; Microprojectile bombardment; rolC; Vitrification,Article,,Scopus,2-s2.0-0030062061
"Demotes-Mainard S., Doussinault G., Meynard J.M., Gate P.",Is it possible to diagnose at harvest a problem of pollen sterility in wheat?,1996,European Journal of Agronomy,5,03-Apr,,169,180,,6,10.1016/S1161-0301(96)02000-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030430710&doi=10.1016%2fS1161-0301%2896%2902000-X&partnerID=40&md5=73756847d67f2ff1750e9d8fa73e1097,"Inst. Natl. de la Rech. Agronomique, Stn. d'Amelioration des Plantes, BP 29, 35650 Le Rheu, France; Inst. Natl. de la Rech. Agronomique, Laboratoire d'Agronomie INRA-INA PG, 78850 Thiverval-Grignon, France; Inst. Tech. des Cereales et des F., 78280 Guyancourt, France","Demotes-Mainard, S., Inst. Natl. de la Rech. Agronomique, Stn. d'Amelioration des Plantes, BP 29, 35650 Le Rheu, France, Inst. Natl. de la Rech. Agronomique, Laboratoire d'Agronomie INRA-INA PG, 78850 Thiverval-Grignon, France; Doussinault, G., Inst. Natl. de la Rech. Agronomique, Stn. d'Amelioration des Plantes, BP 29, 35650 Le Rheu, France; Meynard, J.M., Inst. Natl. de la Rech. Agronomique, Laboratoire d'Agronomie INRA-INA PG, 78850 Thiverval-Grignon, France; Gate, P., Inst. Tech. des Cereales et des F., 78280 Guyancourt, France","We tested if various plant parameters, easy to measure at maturity in a wheat crop, could discriminate between situations with and without limitations in grain set caused by pollen sterility. In a pot experiment, plants were subjected to two treatments: shading during stem elongation, reducing growth; and climatic stress (low radiation and chilling) at meiosis, inducing pollen sterility. The percentage of grain setting among the two oldest florets within each spikelet (LF) and the ratios of grain number to (i) biomass of the chaff and (ii) biomass of the straw plus chair were markedly reduced by the stress at meiosis and either little or not affected by shading during stem elongation. Two indices were tested in the field: LF and the ratio, RK, of the grain number per ear to an estimate, based on chaff biomass, of the potential number in the absence of sterility. These indices were measured in a network of five field experiments with six cultivars. The fluctuations in the indices were compared to those of a reference criterion that identified sterility: the rate of grain setting among the two oldest florets of each spikelet, measured in bagged cars to prevent cross-pollination. Both indices were reduced when the reference criterion diagnosed a major sterility but they did not always decrease in case of minor sterility. Classification of the cultivars based on the reference criterion was similar to that based on LF, but not on RK. LF diagnosis of sterility was in agreement with the occurrence of climatic conditions likely to induce sterility.",Crop diagnosis; Grain set; Lateral florets; Pollen sterility; Triticum aestivum L.,Article,,Scopus,2-s2.0-0030430710
"Gudin S., Mouchotte J.",Integrated research in rose improvement - A breeder's experience,1996,Acta Horticulturae,424,,,285,291,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001498668&partnerID=40&md5=c3dd5aa580b47d071b335089f1fea626,"Selection Meilland Domaine de Saint André, 83340 Le Cannet des Maures, France","Gudin, S., Selection Meilland Domaine de Saint André, 83340 Le Cannet des Maures, France; Mouchotte, J., Selection Meilland Domaine de Saint André, 83340 Le Cannet des Maures, France","Up to now, major rose breeding companies throughout the world have used well experienced traditional hybridization and selection methods in their varietal creation practice. Some of them have, during the past ten years, undergone integrated or associate research programs in order to possibly improve their methodology. At Selection Meilland, we have focused more specially on sexual reproduction (from pollination to seed germination), post harvest physiology, and new in vitro technics such as somatic enbryogenesis or early embryo rescue. The most fundamental part of these works has been published. This research effort has noticeably led to: an average increase of progenies obtained per cross; an early (and previsional) screening, among large populations, of varietal post harvest abilities; the introduction in our selection programs of varieties bred through new in vitro technics: an increased success in interspecific hybridization programs.",,Article,,Scopus,2-s2.0-0001498668
Endress P.K.,Structure and function of female and bisexual organ complexes in Gnetales,1996,International Journal of Plant Sciences,157,6 SUPPL. 1,,S113,S125,,58,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030431444&partnerID=40&md5=0c1c8406f8c4e5d91b43aba9fa4a6a8b,"Institute of Systematic Botany, University of Zurich, Zollikerstrasse 107, 8008 Zurich, Switzerland","Endress, P.K., Institute of Systematic Botany, University of Zurich, Zollikerstrasse 107, 8008 Zurich, Switzerland","The female structures in Gnetales share the presence of an integument with a long, open micropylar tube that takes up the pollen grains via nucellar secretion presented at the micropylar apex. The micropylar tube is sheathed by one or two united pairs of outer envelopes that resemble the inflorescence bracts. Developmentally, Gnetales and angiosperms have in common a circular (inner) integument and its initiation at the time when the sporogenous cells become apparent, whereas the integument is two-lobed and its initiation precedes the differentiation of sporogenous cells in other gymnosperms. However, Gnetales differ from angiosperms in having an acropetal (and not basipetal) initiation sequence for the two inner envelopes, including the integument. The attachment of the two envelopes of the nucellus is at about the same level in most angiosperms, whereas the outer is much lower than the inner in Gnetales. The second or third envelope as counted from the nucellus (the carpel) is the receptive one in angiosperms, while it is always the innermost one (the integument) in Gnetales. In all three genera of the Gnetales bisexual organ complexes occur in various combinations but always with the female organs more apical than the male ones, in Ephedra at inflorescence (rarely flower) level, in Gnetum at partial inflorescence level, and in Welwitschia at flower level. The female organs in these bisexual complexes are often sterile but seem to be regularly functional by secreting a sweet pollination drop that serves as nectar for pollinating insects. In some species of Ephedra and Gnetum that lack female flowers, in the male inflorescences nectar may also be secreted by other parts of the inflorescence. Homologies of the female organ complexes with those of angiosperms are uncertain apart from the nucellus and the (inner) integument. The floral bracts (outer envelopes) may be apomorphic in Gnetales without direct correspondence in angiosperm flowers. The basipetal development of the bisexual complexes in Gnetum is compared with the basipetal development of the ovules in Bennettitales and a similar topology in conifers with several ovules on a seed scale. © 1996 by The University of Chicago. All rights reserved.",,Article,,Scopus,2-s2.0-0030431444
"Riazi G., Rahemi M., Khanizadeh S.",Effect of selected pistachio pollen on development and quality of pistachio nuts of three commercially grown cultivars,1996,Journal of Plant Nutrition,19,03-Apr,,635,641,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012727390&partnerID=40&md5=348f18552161e0eca44155821d6b8134,"Department of Horticulture, University of Shiraz, Shiraz, 897653, Iran; Agriculture and Agri-Food Canada, 430 Blvd. Gouin., St-Jean-sur-Richelieu., Que. J3B 3E6, Canada; Department of Plant Science, McGill University, 21111 Lakeshore Rd, Ste-Anne-de-Bellevue, Que. H9X 3V9, Canada","Riazi, G., Department of Horticulture, University of Shiraz, Shiraz, 897653, Iran, Department of Plant Science, McGill University, 21111 Lakeshore Rd, Ste-Anne-de-Bellevue, Que. H9X 3V9, Canada; Rahemi, M., Department of Horticulture, University of Shiraz, Shiraz, 897653, Iran; Khanizadeh, S., Agriculture and Agri-Food Canada, 430 Blvd. Gouin., St-Jean-sur-Richelieu., Que. J3B 3E6, Canada, Department of Plant Science, McGill University, 21111 Lakeshore Rd, Ste-Anne-de-Bellevue, Que. H9X 3V9, Canada","The effect of pollen of two wild pistachio species (Pistacio atlantica and Pistacio mutica), two cultivated (Pistacio vera, cvs 'Momtaz' and 'Soltani') and a control (open pollinated) was compared on nut development and quality of three commercially grown cultivars (P. vera cvs. 'Owhadi', 'Kalleh-ghuchi', and 'Momtaz'). The pollen source had no effect on final fruit set and fruit weight. Pollen of wild pistachio species reduced kernel weight, number of split nuts, and increased percentages of blank nuts of three commercially grown pistachio cultivars. 'Owhadi' had the lowest nut weight and highest percentages of blank nuts. The highest percentages of split nut was observed on the cultivar 'Momtaz.",,Article,,Scopus,2-s2.0-0012727390
Lending C.R.,A novel tubular array associated with protein bodies in the rough endoplasmic reticulum of opaque-2 maize,1996,Protoplasma,195,01-Apr,,68,77,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030448183&partnerID=40&md5=7d2b5123b62a6e5d8a61989780877942,"Department of Biological Sciences, State Univ. of New York at Brockport, Brockport, NY 14420, United States; Department of Biological Sciences, State Univ. of New York at Brockport, Brockport, NY, United States","Lending, C.R., Department of Biological Sciences, State Univ. of New York at Brockport, Brockport, NY 14420, United States, Department of Biological Sciences, State Univ. of New York at Brockport, Brockport, NY, United States","The seed storage proteins of maize (Zea mays L.) are synthesized during endosperm development on membrane-bound polyribosomes. Protein body formation in normal genotypes occurs via a sequential deposition of the various types of zeins, and leads to the formation of spherical structures with a diameter of about 1 ?m. In the endosperm mutant opaque-2 the level of one zein class is reduced; these kernels exhibit an opaque phenotype instead of the vitreous phenotype displayed in normal genotypes, presumably due to the decrease in total zein protein at the time of desiccation. Previous microscopic examination of opaque-2 protein bodies at 22 DAP (days after pollination) showed that the protein bodies were morphologically similar to those of normal genotypes. However, the endosperm of opaque-2 maize at 14 DAP contains tubular arrays within the rough endosplasmic reticulum. These tubular arrays are tightly associated with the developing protein bodies. Long strands of tubules, sometimes 10 ?m in length, are observed in the endosperm, and partially formed protein bodies often seem to be forming directly from these tubular arrays. No immunostaining is associated with this tubular material when any of the anti-zein antibodies are used.",Endosperm; Immunocytochemistry; Opaque-2; Protein bodies; Tubular arrays; Zea mays,Article,,Scopus,2-s2.0-0030448183
"Fehér Z., Járai-Komlódi M.","Relationship between airborne ragweed pollen concentration and the macrosynoptic weather types in Budapest, Hungary",1996,Annals of Agriculture and Environmental Medicine,3,2,,121,126,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001572740&partnerID=40&md5=c37ae5f435ebe68dff44d0a9fb174f5c,"Department of Experimental Hygiene, B. Johan Natl. Inst. of Pub. Health, Budapest, Hungary; Department of Botany, Hungarian Natural History Museum, Budapest, Hungary; B. Johan Natl. Inst. of Pub. Health, Department of Experimental Hygiene, Gyáli út 2-6, H-1097 Budapest, Hungary","Fehér, Z., Department of Experimental Hygiene, B. Johan Natl. Inst. of Pub. Health, Budapest, Hungary, B. Johan Natl. Inst. of Pub. Health, Department of Experimental Hygiene, Gyáli út 2-6, H-1097 Budapest, Hungary; Járai-Komlódi, M., Department of Botany, Hungarian Natural History Museum, Budapest, Hungary","In the present work airborne ragweed (Ambrosia elatior) pollen concentrations in Budapest and their relationship to Péczely's macrosynoptic weather situations were investigated. For the best characterisation of a momentary pollinating-situation several relative count indices (RCI) were tested and the most appropriate ones were used in further calculations. Significant differences might be found in ragweed pollen concentration on days displaying different weather types; most of the anticyclonic situations are favourable for pollination, and all cyclonic situations are unfavourable, probably due to the precipitation caused by fronts. However, a part of the anticyclonic types were also unfavourable. During these types (Aw and AB), cool air masses reach the Carpathian Basin in summer, often forming pseudo cold-fronts and causing heavy showers and a fall in temperature. The existence of this relationship possibly makes Péczely's types - either alone or combined with other meteorological factors - suitable for constructing pollen-forecast models in the future.",Acropalynology; Ambrosia; Budapest; Carpathian basin; Hungary; Meteorological factors; Péczely's macrosynoptic weather types; Pollen forecast; Ragweed,Article,,Scopus,2-s2.0-0001572740
"Lefol E., Danielou V., Darmency H.",Predicting hybridization between transgenic oilseed rape and wild mustard,1996,Field Crops Research,45,01-Mar,,153,161,,60,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000617173&partnerID=40&md5=136743dce48b69535eb3dd42232c6763,"Laboratoire de Malherbologie, Inst. Natl. de la Rech. Agronomique, BV 1540, 21034 Dijon, France","Lefol, E., Laboratoire de Malherbologie, Inst. Natl. de la Rech. Agronomique, BV 1540, 21034 Dijon, France; Danielou, V., Laboratoire de Malherbologie, Inst. Natl. de la Rech. Agronomique, BV 1540, 21034 Dijon, France; Darmency, H., Laboratoire de Malherbologie, Inst. Natl. de la Rech. Agronomique, BV 1540, 21034 Dijon, France","Overlap between flowering of oilseed rape (Brassica napus var. oleifera Metzger) and wild mustard (Sinapis arvensis L.), artificial hybridization between the two species, spontaneous crosses, and backcrossing were assessed to estimate the risk of escape of genes from transgenic crops towards the wild species. In the Burgundy region of France, wild mustard flowers later than oilseed rape. Exposure to cross pollination was two to five times greater with late-flowering cultivars than with early cultivars. Artificial hybridizations using in vitro ovary culture produced up to 1 seed per 100 pollinated flowers. No hybrid was found among 2.9 million seeds produced by wild mustard grown in a garden in presence of a herbicide-resistant transgenic cultivar. No more than six hybrids were obtained from 50000 flowers of a male-sterile oilseed rape grown in presence of wild mustard. Artificial hybrids grown in presence of wild mustard, or hand-crossed, produced a few aborted seeds. Thus, in similar ""normal conditions"", it may be concluded that a flower of these two species has a probability smaller than 10-10 of having an interspecific hybrid progeny.",Brassica napus; Flowering; Gene escape; Hybridization; Risk assessment; Sinapsis arvensis; Transgenic plants,Article,,Scopus,2-s2.0-0000617173
"Zubko M.K., Zubko E.I., Patskovsky Y.V., Khvedynich O.A., Fisahn J., Gleba Y.Y., Schieder O.",Novel 'homeotic' CMS patterns generated in Nicotiana via cybridization with Hyoscyamus and Scopolia,1996,Journal of Experimental Botany,47,301,,1101,1110,,31,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001160105&partnerID=40&md5=d3f5559bff1dfcf8ab5454f0565ee9f7,"Intl. Institute of Cell Biology, Zabolotnogo Str. 148, 252143 Kiev-143, Ukraine; Inst. of Molec. Biology and Genetics, Zabolotnogo Str. 150, 252627 Kiev-143, Ukraine; Inst. Genbiologische Forsch. GmbH, Ihnestr. 63, D-14195 Berlin, Germany; Institut für Angewandte Genetik, FU Berlin, Albrecht-Thaer-Weg 6, D-14195 Berlin, Germany; Office of the IICB, 15 Elm Ridge Road, Pennington, NJ 08534, United States","Zubko, M.K., Intl. Institute of Cell Biology, Zabolotnogo Str. 148, 252143 Kiev-143, Ukraine; Zubko, E.I., Intl. Institute of Cell Biology, Zabolotnogo Str. 148, 252143 Kiev-143, Ukraine; Patskovsky, Y.V., Inst. of Molec. Biology and Genetics, Zabolotnogo Str. 150, 252627 Kiev-143, Ukraine; Khvedynich, O.A., Intl. Institute of Cell Biology, Zabolotnogo Str. 148, 252143 Kiev-143, Ukraine; Fisahn, J., Inst. Genbiologische Forsch. GmbH, Ihnestr. 63, D-14195 Berlin, Germany; Gleba, Y.Y., Intl. Institute of Cell Biology, Zabolotnogo Str. 148, 252143 Kiev-143, Ukraine, Office of the IICB, 15 Elm Ridge Road, Pennington, NJ 08534, United States; Schieder, O., Institut für Angewandte Genetik, FU Berlin, Albrecht-Thaer-Weg 6, D-14195 Berlin, Germany","Cytoplasmic hybrids (cybrids) that contain nuclear genetic material from Nicotiana tabacum and cytoplasms from Hyoscyamus niger or Scopolia carniolica were constructed by protoplast fusions. Both types of hybrids exhibited cytoplasmic male sterility (CMS). Furthermore, unusual floral morphogenesis marked by 'green flowers' deprived of corolla and stamens occurred in the majority of the lines. Backcrosses of these plants with wild-type tobacco demonstrated a maternal inheritance of the 'green flower' trait. After repeated transfer of cytoplasm ('donor-recipient fusion') from cytoplasmic hybrid N. tabacum (+H. niger) to albino plastome mutant N. tabacum DSR A15, male sterile tobacco plants with two types of flowers were recovered ('green flowers' and corolla-containing flowers with transformed stamens). RFLP analysis confirmed that N. tabacum (+ H. niger) and N. tabacum (+S. carniolica) as well as their sexual progenies contained plastids from H. niger and S. carniolica, respectively. Mitochondrial DNA within the hybrids N. tabacum (+H. niger) originated from H. niger, but was obviously altered. Repeated parasexual transmission, cybrids in the combination of N. tabacum+N. tabacum (+H. niger), reflected similar characteristics. Cybrids, N. tabacum (+S. carniolica) and their sexual progeny, which resulted after pollination with wild-type tobacco, contained a modified mtDNA generally originating from tobacco. Further histological analysis established the dramatic difference in the composition of 'green flowers' and flowers of wild-type tobacco. Therefore, the construction of tobacco cybrids with foreign cytoplasms provides a functional method for the de novo generation of alternative CMS types.",CMS; Cybrids; Homeotic patterns; Hyoscyamus; Nicotiana; Scopolia,Article,,Scopus,2-s2.0-0001160105
Charnov E.L.,Optimal flower lifetimes,1996,Evolutionary Ecology,10,3,,245,248,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030479968&partnerID=40&md5=6c477249f6e6f01a7e9924ef290c4a77,"Department of Biology, University of Utah, Salt Lake City, UT 84112, United States","Charnov, E.L., Department of Biology, University of Utah, Salt Lake City, UT 84112, United States","ESS floral lifetimes satisfy the product theorem from sex allocation theory. The dimensionless time investment per flower is a symmetric function of two dimensionless gain : cost ratios, one for each gender function. © 1996 Chapman & Hall.",Dimensional analysis; Dimensionless variables; Life-history theory; Pollination; Sex allocation,Article,,Scopus,2-s2.0-0030479968
Jacquemart A.-L.,Selfing in Narthecium ossifragum (Melanthiaceae),1996,Plant Systematics and Evolution,203,01-Feb,,99,110,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030452815&partnerID=40&md5=645df3b94dd71434175b45252de85ae1,"U. d'Ecologie et de Biogeographie, 4, Croix du Sud, B-1348 Louvain-la-Neuve, Belgium","Jacquemart, A.-L., U. d'Ecologie et de Biogeographie, 4, Croix du Sud, B-1348 Louvain-la-Neuve, Belgium","HAGERUP'S (1950) observations of rain pollination in Narthecium ossifragum are commonly admitted. Nevertheless, DAUMANN (1970) stated that pollen and stigmas suffer considerable damage from rain impact. Experimental pollinations and pollen observations were conducted at a single site in the Upper Ardennes, Belgium, during three years. Rain water had a deleterious effect on both fruit and seed set and on pollen germination. Fruit and seed set differed among years mainly due to rainy weather. Fruit set also varied among experimental treatments. Pollination trials showed that Narthecium ossifragum is self-compatible and autofertile. Emasculation had a deleterious effect and caging had no effect on fertility.","Liliaceae, Melanthiaceae, Narthecium; Selfing, ombrophily, fruit set",Article,,Scopus,2-s2.0-0030452815
"Malvar R.A., Ordás A., Revilla P., Cartea M.E.",Estimates of genetic variances in two Spanish populations of maize,1996,Crop Science,36,2,,291,295,,19,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001500021&partnerID=40&md5=c7132ec5b176fda701cec14bca812251,"Misión Biol. de Galicia, CSIC, Apartado 28, 36080 Pontevedra, Spain","Malvar, R.A., Misión Biol. de Galicia, CSIC, Apartado 28, 36080 Pontevedra, Spain; Ordás, A., Misión Biol. de Galicia, CSIC, Apartado 28, 36080 Pontevedra, Spain; Revilla, P., Misión Biol. de Galicia, CSIC, Apartado 28, 36080 Pontevedra, Spain; Cartea, M.E., Misión Biol. de Galicia, CSIC, Apartado 28, 36080 Pontevedra, Spain","Reports of estimates of components of genetic variance in open pollinated populations of maize (Zea mays L.) have been mostly on U.S. Corn Belt germplasm, whereas few studies have been conducted using European germplasm. This study was undertaken to obtain estimates of genetic parameters for important agronomic traits in two populations (Ribadumia and Tuy) from northwestern Spain. Full-sib within half-sib groups were developed by the Design I mating system and evaluated at two locations in Spain in 1987 and 1988. The populations showed a similar genetic structure with very small differences. Moreover, the pattern of genetic variability was similar to other germplasrn because the greatest proportion of total genetic variance was attributed to additive effects for most traits. In contrast, estimates of dominance variance were large for yield, ear, and plant height and ear length. In general, additive × environment interaction variances were significant while dominance × environment interaction variances were not significant for either population. The large range of variation and the high values of heritability for lodging and ear and kernels traits, as well as values of expected gain from selection for these traits, suggested good potential for improvement through an intrapopulation selection program. However, the large dominance effects and the small additive effects for grain yield indicated that an interpopulation selection program would be effective if the large intrapopulation dominance variance is expressed in population crosses. Yield did not show significant additive variance so estimates of additive correlation with any trait were not calculated. Correlated response between yield and any trait is not expected and improved grain yield based on indirect selection of yield components is not recommended.",,Article,,Scopus,2-s2.0-0001500021
"Biere A., Honders S.J.",Impact of flowering phenology of Silene alba and S. dioica on susceptibility to fungal infection and seed predation,1996,Oikos,77,3,,467,480,,66,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030303325&partnerID=40&md5=f9689ef8c13fe2c1469ee7305ac5d5ab,"Dept. of Plant Population Biology, Netherlands Inst. of Ecology, NIOO-CTO, P.O Box 40, NL-6666 ZG Heteren, Netherlands","Biere, A., Dept. of Plant Population Biology, Netherlands Inst. of Ecology, NIOO-CTO, P.O Box 40, NL-6666 ZG Heteren, Netherlands; Honders, S.J., Dept. of Plant Population Biology, Netherlands Inst. of Ecology, NIOO-CTO, P.O Box 40, NL-6666 ZG Heteren, Netherlands","Timing of the production of susceptible host stages can have a large impact on a plant's probability of infection by pathogens and on the extent of damage caused by herbivores. In the closely related plant species Silene alba and S. dioica, flowers are the site of infection by the host-sterilizing anther smut fungus Ustilago violacea, as well as the site of oviposition by the noctuid Hadena bicruris. In diseased populations of the two host species, the noctuid can act as pollinator, fruit predator, and vector of fungal spores. Hence, host traits that enhance or reduce visitation rates by the noctuid could affect fruit set, fruit predation and infection probability. A field study was conducted to investigate the magnitude and direction of effects of the timing of anthesis on reproductive success via these pollinator-mediated processes. More than 50% of the Silene fruits produced in a sympatric population of S. alba and S. dioica were predated by the noctuid. Predation was two times higher in S. alba than in S. dioica, innihilating the two times higher flower and fruit production by the former species. This finding emphasizes the potential impact of biotic factors on the relative fecundity of related plant species in natural populations. Onset of flowering was 4 - 8 weeks earlier in S. dioica than in S. alba. In S. dioica, early flowering individuals produces the largest fraction of undamaged fruits per flower because of their high fruit set, and their low rates of fruit abortion and predation. By contrast, in S. alba, late flowering individuals produced the highest fraction of undamaged fruits per flower, because of a monotonic decrease in fruit predation with time and the absence of a significant impact of phenology on fruit set. In principle, pollinator-mediated selection could thus favour earlier flowering plants in S. dioica and later flowering plants in S. alba, and an evolutionary response to such selection would increase the average difference in onset of flowering between the two species. However, differences in fitness among phenology classes were more strongly determined by differences in flower production per plant than by differences in the average reproductive success per flower. A response to pollinator-mediated selection is therefore only expected if effects of age, size, or other factors that determine differences in flower production per plant are averaged out over progeny. In both host species, ca 20% of the hosts only produced sterile flowers as a result of systemic infection by the fungal pathogen U. violacea. In S. alba, the impact of phenology on fungal infection was in the same direction as for fruit predation (decreasing with later onset of flowering). In S. dioica, phenology had no effect on the probability of infection. In both species, associations between infection and predation tended to be positive but were not statistically significant, suggesting that the presence of alternative vectors or variation in resistance unrelated to traits affecting vector contact may prevent a tight association between damage caused by a vector-herbivore and its vectored disease.",,Article,,Scopus,2-s2.0-0030303325
Teppner H.,Adventitious embryony in Nigritella (Orchidaceae),1996,Folia Geobotanica,31,3,,323,331,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003272341&partnerID=40&md5=6ffa5785af2ac3965186d4d080ee7464,"Institute of Botany, Holteigasse 6, A-8010 Graz, Austria","Teppner, H., Institute of Botany, Holteigasse 6, A-8010 Graz, Austria",The embryology of diploid and polyploid Nigritella species is described. The development of the adventitious embryos of the polyploids in relation to the sexual embryos of the diploids has been given special consideration. Partial sexuality in the apomictic N. nigra has been proven for the first time by chromosome counts in proembryos after pollination of a tetraploid plant with pollen from a diploid species.,Apomixis; Embryogeny; Nucellar embryony,Article,,Scopus,2-s2.0-0003272341
"Islam Md.A., Ogiyama K.",Taxonomic study of persimmon (Diospyros kaki L.) by enzyme polymorphisms Differentiation of persimmon cultivars by three effective enzymes of cambial tissue,1996,Mokuzai Gakkaishi/Journal of the Japan Wood Research Society,42,2,,202,210,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-5244243148&partnerID=40&md5=5a18ffa1a3a674430c2f2c022db37d21,"U. Grad. Sch. of Agric. Sciences, Iwate University, Morioka 020, Japan; Faculty of Agriculture, Yamagata University, Tsuruoka 997, Japan","Islam, Md.A., U. Grad. Sch. of Agric. Sciences, Iwate University, Morioka 020, Japan; Ogiyama, K., Faculty of Agriculture, Yamagata University, Tsuruoka 997, Japan","Polyacrylamide gel electrophoresis was performed to observe the variabilities of six enzyme systems in 28 cultivars of Diospyros kaki L. by using their cambial tissues and/or leaf extracts. Monthly observations from June to November showed almost identical banding patterns of esterase (Est), peroxidase (Per) and glutamate oxaloacetate transaminase (GOT) in cambiums, whereas leaves had variable banding patterns. No variations among individual trees belonging to the same cultivar were observed except for leaf Per. Est was the most effective enzyme system for cultivar identification followed by GOT and Per. These effective isozymes of cambium exhibitied 13 to 19 different banding patterns in 28 cultivars identifying 19 cultivars uniquely. The cultivars of the pollination-variant and non-astringent group (PVNA) showed relatively greater similarity index (S. I.) values. Other isozymes, alcohol dehydrogenase, malate dehydrogenase and acid phosphatase were ineffective as markers because of their poor or no enzyme activities.",Cambial tissue; Cultivar identification; Diospyros kaki L.; Isozyme; Seasonal variation,Article,,Scopus,2-s2.0-5244243148
"Carmichael J.S., Friedman W.E.",Double fertilization in Gnetum gnemon (Gnetaceae): its bearing on the evolution of sexual reproduction within the gnetales and the anthophyte clade,1996,American Journal of Botany,83,6,,1996,,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030441141&partnerID=40&md5=2093ba4c9f50d670b6ff8e29f7f84001,"Dept of Biology, Univ of North Dakota, Grand Forks ND 58202, United States","Carmichael, J.S., Dept of Biology, Univ of North Dakota, Grand Forks ND 58202, United States; Friedman, W.E., Dept of Biology, Univ of North Dakota, Grand Forks ND 58202, United States","Gnetales is a monophyletic group of nonflowering seed plants that are the closest living relatives to flowering plants. Ovules of Gnetum gnemon were collected at various stages after hand pollination and processed for light, fluorescence, and electron microscopy. Within 7 d of pollination, double fertilization events occur. The products of double fertilization are two viable zygotes; endosperm is not formed. The lack of differentiated egg cells in Gnetum gnemon is unparalleled among land plants and the documentation of a regularly occurring process of double fertilization is congruent with the hypothesis that a rudimentary process of double fertilization evolved in a common ancestor of angiosperms and Gnetales.",,Article,,Scopus,2-s2.0-0030441141
