Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Corneille S., Lutz K., Svab Z., Maliga P.",Efficient elimination of selectable marker genes from the plastid genome by the CRE-lox site-specific recombination system,2001,Plant Journal,27,2,,171,178,,146,10.1046/j.1365-313X.2001.01068.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034884908&doi=10.1046%2fj.1365-313X.2001.01068.x&partnerID=40&md5=8896cc3781790a7614893b602922558d,"Waksman Institute, State University of New Jersey, 190 Frelinghuysen Road, Piscataway, NJ 08854-8020, United States","Corneille, S., Waksman Institute, State University of New Jersey, 190 Frelinghuysen Road, Piscataway, NJ 08854-8020, United States; Lutz, K., Waksman Institute, State University of New Jersey, 190 Frelinghuysen Road, Piscataway, NJ 08854-8020, United States; Svab, Z., Waksman Institute, State University of New Jersey, 190 Frelinghuysen Road, Piscataway, NJ 08854-8020, United States; Maliga, P., Waksman Institute, State University of New Jersey, 190 Frelinghuysen Road, Piscataway, NJ 08854-8020, United States","Incorporation of a selectable marker gene during transformation is essential to obtain transformed plastids. However, once transformation is accomplished, having the marker gene becomes undesirable. Here we report on adapting the P1 bacteriophage CRE-Iox site-specific recombination system for the elimination of marker genes from the plastid genome. The system was tested by the elimination of a negative selectable marker, codA, which is flanked by two directly oriented lox sites (&gt;codA&gt;). Highly efficient elimination of &gt;codA&gt; was triggered by introduction of a nuclear-encoded plastid-targeted CRE by Agrobacterium transformation or via pollen. Excision of &gt;codA&gt; in tissue culture cells was frequently accompanied by a large deletion of a plastid genome segment which includes the tRNA-ValUAC gene. However, the large deletions were absent when cre was introduced by pollination. Thus pollination is our preferred protocol for the introduction of cre. Removal of the &gt;codA&gt; coding region occurred at a dramatic speed, in striking contrast to the slow and gradual build-up of transgenic copies during plastid transformation. The nuclear cre gene could subsequently be removed by segregation in the seed progeny. The modified CRE-Iox system described here will be a highly efficient tool to obtain marker-free transplastomic plants.",CRE site-specific recombinase; Marker gene excision; Plastid transformation; Tobacco,Article,,Scopus,2-s2.0-0034884908
"Lara C., Ornelas J.",Preferential nectar robbing of flowers with long corollas: Experimental studies of two hummingbird species visiting three plant species,2001,Oecologia,128,2,,263,273,,53,10.1007/s004420100640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034889098&doi=10.1007%2fs004420100640&partnerID=40&md5=1bf27f64f5ceaf1cc879ded33f0424fd,"Departamento de Ecología y Comportamiento Animal, Instituto de Ecología, A.C., Apdo. Postal 63, Xalapa, 91000 Veracruz, Mexico","Lara, C., Departamento de Ecología y Comportamiento Animal, Instituto de Ecología, A.C., Apdo. Postal 63, Xalapa, 91000 Veracruz, Mexico; Ornelas, J., Departamento de Ecología y Comportamiento Animal, Instituto de Ecología, A.C., Apdo. Postal 63, Xalapa, 91000 Veracruz, Mexico","Long flower tubes have been traditionally viewed as the result of coevolution between plants and specialized, legitimate, long billed-pollinators. However, nectar robbers may have played a role in selection acting on corolla length. This study evaluated whether hummingbirds are more likely to rob flowers with longer corollas from which they cannot efficiently extract nectar with legitimate visits. We compared two hummingbird species with similar bill lengths (Lampornis amethystinus and Colibri thalassinus) visiting floral arrays of artificial flowers with exaggerated corolla lengths, and also evaluated how the birds extract nectar rewards from medium to long corollas of three hummingbird-pollinated plants (Salvia mexicana, S. iodantha and Ipomoea hederifolia). The consequences of foraging for plant fitness were evaluated in terms of seed production per flower. Variation in seed production after legitimate visits of hummingbird-pollinated plants was mostly explained by differences in pollinator effectiveness. Seed production did not increase with the number of legitimate visits to a flower, except in I. hederifolia. We found that birds were more likely to rob both artificial and natural flowers with long corolla tubes. Nectar robbing was not observed on short-corolla flowers of Salvia spp., but robbing negatively affected seed production of long-tubed flowers of I. hederifolia. Significant differences between hummingbird species in the use of this behavior were observed, but males and females behaved alike. We suggest that short-billed hummingbirds with enlarged bill serrations (the edge of both tomia finely toothed) may have an advantage in illegitimately feeding at long-corolla flowers. This raises the possibility of counter-selection on increasing corolla length by nectar robbers.",Colibri thalassinus; Corolla length; Lampornis amethystinus; Nectar robbing; Seed production,Article,,Scopus,2-s2.0-0034889098
"Hoebee S.E., Young A.G.",Low neighbourhood size and high interpopulation differentiation in the endangered shrub Grevillea iaspicula McGill (Proteaceae),2001,Heredity,86,4,,489,496,,37,10.1046/j.1365-2540.2001.00857.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034877035&doi=10.1046%2fj.1365-2540.2001.00857.x&partnerID=40&md5=94bcbb54de5c0e391426cafd2d7b00db,"Centre for Plant Biodiversity Research, CSIRO Plant Industry, GPO Box 1600, Canberra, ACT 2601, Australia; Australia and Department of Forestry, Australian National University, Canberra, ACT 0200, Australia","Hoebee, S.E., Centre for Plant Biodiversity Research, CSIRO Plant Industry, GPO Box 1600, Canberra, ACT 2601, Australia, Australia and Department of Forestry, Australian National University, Canberra, ACT 0200, Australia; Young, A.G., Centre for Plant Biodiversity Research, CSIRO Plant Industry, GPO Box 1600, Canberra, ACT 2601, Australia, Australia and Department of Forestry, Australian National University, Canberra, ACT 0200, Australia","Mating system parameters and genetic diversity were examined for five populations of the endangered shrub Grevillea iaspicula (Proteaceae). Controlled pollinations show that G. iaspicula has an effective self-incompatibility system and little potential for agamospermy. This is reflected in uniformly high multilocus outcrossing rates (tm = 0.96-1.00). However, average paternal diversity within open-pollinated sibships is low (rp = 0.31-0.54), suggesting that mating within populations is quite restricted. Despite the small size of most populations (four of the five populations studied have fewer than 20 reproductive individuals) the species still possesses moderate to high allelic richness (A = 1.6-2.5). Interpopulation genetic differentiation is high (D = 0.04-0.32), suggesting that gene flow is limited, even among populations separated by only a few kilometres.",Allozyme; Controlled pollination; Endangered; Genetic diversity; Grevillea; Mating system,Article,,Scopus,2-s2.0-0034877035
"Koshy K.C., Jee G.",Studies on the absence of seed set in Bambusa vulgaris,2001,Current Science,81,4,,375,378,,18,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042412387&partnerID=40&md5=9e9cde89340ae56dbf2b87e5909fa142,"Trop. Botanic Gdn. and Res. Inst., Palode, Thiruvananthapuram 695 562, India","Koshy, K.C., Trop. Botanic Gdn. and Res. Inst., Palode, Thiruvananthapuram 695 562, India; Jee, G., Trop. Botanic Gdn. and Res. Inst., Palode, Thiruvananthapuram 695 562, India","No seed set is reported in the common bamboo, Bambusa vulgaris, (Bambusoideae: Poaceae) so far. The causes for its sterility were studied through investigations on pollen fertility, viability, in vitro and in vivo germination and cytology. Very low pollen viability and high pollen sterility are due to meiotic irregularities. Although a small proportion of pollen grains germinated following manual pollination, pollen tubes were inhibited in the stigmatic papillae. Lack of seed set in this species seems to be the result of cumulative effect of a number of physical and physiological factors.",,Article,,Scopus,2-s2.0-0042412387
"Steffan-Dewenter I., Münzenberg U., Tscharntke T.","Pollination, seed set and seed predation on a landscape scale",2001,Proceedings of the Royal Society B: Biological Sciences,268,1477,,1685,1690,,143,10.1098/rspb.2001.1737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035934295&doi=10.1098%2frspb.2001.1737&partnerID=40&md5=9903e15a415aa3b88e5e14cf6824db68,"Agroecology, University of Göttingen, Waldweg 26, D-37073 Göttingen, Germany","Steffan-Dewenter, I., Agroecology, University of Göttingen, Waldweg 26, D-37073 Göttingen, Germany; Münzenberg, U., Agroecology, University of Göttingen, Waldweg 26, D-37073 Göttingen, Germany; Tscharntke, T., Agroecology, University of Göttingen, Waldweg 26, D-37073 Göttingen, Germany","We analysed the combined effects of pollination and seed predation on seed set of Centaurea jacea in 15 landscapes differing in structural complexity. In the centre of each landscape, a patch of Centaurea plants was established for standardized measurements of flower visitation, seed predation and seed set. Both the number of flower-visiting bees and the proportion of flower heads damaged by seed predators increased with landscape complexity, which was measured as the proportion of semi-natural habitats. The mean number of seeds per flower head did not increase with the proportion of semi-natural habitats, presumably because of the counterbalancing effects of pollination and seed predation. For a subset of undamaged flower heads, the number of seeds per flower head was positively correlated with the number of flower visits. Further reasons for the unexpected failure to detect a correlation between landscape complexity and seed set appeared to be changes in flower-visitor behaviour and the contrasting responses of honeybees and wild bees to habitat context. Landscape analyses at eight spatial scales (radius of landscape sectors, 250-3000 m) showed that different groups perceived the landscape at different spatial scales. Changes in pollinator numbers could be explained only at small scales (up to 1000 m), while the seed predators also responded to large scales (up to 2500 m).",Bees; Biotic interactions; Foraging behaviour; Habitat fragmentation; Landscape structure; Spatial scale,Article,,Scopus,2-s2.0-0035934295
"Toda T., Kurinobu S.",Genetic improvement in pine wilt disease resistance in Pinus thunbergii: The effectiveness of pre-screening with an artificial inoculation at the nursery,2001,Journal of Forest Research,6,3,,197,201,,6,10.1007/BF02767093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035899136&doi=10.1007%2fBF02767093&partnerID=40&md5=278ad03e3ff52228351bbdbb1e32a909,"Forest Tree Breeding Center, Kyushu Regional Breeding Office, Kumamoto 861-1102, Japan","Toda, T., Forest Tree Breeding Center, Kyushu Regional Breeding Office, Kumamoto 861-1102, Japan; Kurinobu, S., Forest Tree Breeding Center, Kyushu Regional Breeding Office, Kumamoto 861-1102, Japan","Open pollinated progenies from 15 clones of Japanese black pine (Pinus thunbergii), that had been selected for their tolerance to pine wilt disease, were tested by artificial inoculation with pine wood nematode for six years at a nursery of Kyushu Regional Breeding Office. Family variations in the respective year were all significant. An analysis of variance across the six years' tests confirmed highly significant effect of year and of families; however, the year by family interaction was significant also. Phenotypic and genetic variances estimated from each year's result were fitted to a quadratic regression using their mean survival ratio as an independent variable. The variances were greatest at around 0.5 of the mean survival ratio. Estimated heritability showed a similar trend of change, whereas the peak of the expected amount of improvement shifted toward the lower survival range: around 0.4, where a greater selection differential was anticipated. It was concluded that a useful amount of genetic improvement that may he reduced by 30% due to the interaction, would be expected by prescreening seedlings where the mean survival ratio after inoculation was around 0.25 to 0.6.",Binomial data; Japanese black pine; Pine wilt disease; Resistance breeding; Trend of heritability,Article,,Scopus,2-s2.0-0035899136
"Guadagnuolo R., Savova-Bianchi D., Felber F.","Gene flow from wheat (Triticum aestivum L.) to jointed goatgrass (Aegilops cylindrica Host.), as revealed by RAPD and microsatellite markers",2001,Theoretical and Applied Genetics,103,1,,1,8,,53,10.1007/s001220100636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034935171&doi=10.1007%2fs001220100636&partnerID=40&md5=8153d08a1303cb36d07face580f1ee32,"Laboratoire de Botanique Évolutive, Institut de Botanique, Université de Neuchâtel, rue Émile Argand 11, 2007 Neuchâtel, Switzerland","Guadagnuolo, R., Laboratoire de Botanique Évolutive, Institut de Botanique, Université de Neuchâtel, rue Émile Argand 11, 2007 Neuchâtel, Switzerland; Savova-Bianchi, D., Laboratoire de Botanique Évolutive, Institut de Botanique, Université de Neuchâtel, rue Émile Argand 11, 2007 Neuchâtel, Switzerland; Felber, F., Laboratoire de Botanique Évolutive, Institut de Botanique, Université de Neuchâtel, rue Émile Argand 11, 2007 Neuchâtel, Switzerland","In order to estimate the potential of gene flow between wheat (Triticum æstivum L.) and jointed goatgrass (Aegilops cylindrica Host.), we carried out mixed pollinations in experimental and natural conditions. A set of species-specific RAPD (random amplified polymorphic DNA) and microsatellite markers were used to detect the presence of parental markers in the progeny of the plants used in these experiments. No hybrids were found within the offsprings of the plants used for the greenhouse experiments, while 85 Ae. cylindrica×T. æstivum hybrids were found within 2400 analyzed F1 plants resulting from the field pollinations. The hybridization rates for individuals of different populations of the wild species differed considerably: 1% for two populations known for more than 90 years versus 7% for a newly discovered population. Most of the hybrids were completely sterile, but five of them produced 13 seeds (BC1) by backcross with Ae. cylindrica. Twelve seeds germinated and generated viable and partly fertile plants. About 25% of the wheat specific RAPD markers were found in the BC1 plants, indicating that introgression of wheat DNA into Ae. cylindrica is possible. In addition, one microsatellite marker, known to be situated on the D genome (a genome shared by both species), was also found in the BC1 plants.",Gene flow; Introgression; Jointed goatgrass; Risk assessment; Wheat,Article,,Scopus,2-s2.0-0034935171
"Lough R.C., Varrieur J.M., Veilleux R.E.",Selection inherent in monoploid derivation mechanisms for potato,2001,Theoretical and Applied Genetics,103,1,,178,184,,4,10.1007/s00122-001-0544-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034935142&doi=10.1007%2fs00122-001-0544-2&partnerID=40&md5=bfbb76b9c4f73691064bfff614a6573e,"Department of Horticulture, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, United States","Lough, R.C., Department of Horticulture, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, United States; Varrieur, J.M., Department of Horticulture, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, United States; Veilleux, R.E., Department of Horticulture, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, United States","Monoploid potato (2n=1×=12) can be derived either paternally through anther or microspore culture (androgenesis) or maternally through crossing with a haploid-inducing pollinator (gynogenesis). Androgenic and gynogenic monoploid populations, derived from each of two Solanum phureja clones, were compared in both greenhouse and field studies, and their frequency of cells at the 1x, 2x and 4x DNA contents was estimated by flow cytometry of in vitro plantlets. In 15 of 17 comparisons of morphological data (plant height, number of main stems, vigor, leaf length and width, internode length, tuber number and tuber weight) where a significant difference was found due to derivation, the androgenic monoploids were agronomically superior to their gynogenic counterparts (13-18% greater leaf size, double to triple the total tuber yield). Only plant height was significantly greater (26-27%) in the gynogenic monoploids. Flow cytometry revealed that the gynogenic monoploids retained 5% more cells at the monoploid level, whereas androgenic monoploids exhibited 27% more endopolyploid cells at the tetraploid level.",Androgenesis; Endopolyploidization; Gynogenesis; Haploid; Solanum phureja,Article,,Scopus,2-s2.0-0034935142
"Perkins-Veazie P., Collins J.K., Pair S.D., Roberts W.",Lycopene content differs among red-fleshed watermelon cultivars,2001,Journal of the Science of Food and Agriculture,81,10,,983,987,,159,10.1002/jsfa.880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034928979&doi=10.1002%2fjsfa.880&partnerID=40&md5=4a6051ea361b184abc220e4fd7600b0d,"United States Department of Agriculture, Agricultural Research Service, South Central Agricultural Research Laboratory, PO Box 159, Lane, OK 74555, United States; Oklahoma State University, Wes Watkins Agriculture Research and Extension Center, PO Box 128, Lane, OK 74555, United States","Perkins-Veazie, P., United States Department of Agriculture, Agricultural Research Service, South Central Agricultural Research Laboratory, PO Box 159, Lane, OK 74555, United States; Collins, J.K., Oklahoma State University, Wes Watkins Agriculture Research and Extension Center, PO Box 128, Lane, OK 74555, United States; Pair, S.D., United States Department of Agriculture, Agricultural Research Service, South Central Agricultural Research Laboratory, PO Box 159, Lane, OK 74555, United States, Oklahoma State University, Wes Watkins Agriculture Research and Extension Center, PO Box 128, Lane, OK 74555, United States; Roberts, W., United States Department of Agriculture, Agricultural Research Service, South Central Agricultural Research Laboratory, PO Box 159, Lane, OK 74555, United States, Oklahoma State University, Wes Watkins Agriculture Research and Extension Center, PO Box 128, Lane, OK 74555, United States","Lycopene, a carotenoid, has antioxidant properties that may reduce the incidence of certain cancers. Watermelon (Citrullus lanatus (Thunb) Matsum &amp; Nakai) is a natural source of lycopene, with a reported average content of 48.7 ?g g-1 fresh weight based on samples taken from retail produce. This study demonstrated the variability of lycopene content in 11 red-fleshed watermelon cultivars grown at one location, representing seedless, open-pollinated and hybrid types, and in commercially shipped hybrid and seedless melons, representing seasonal production periods. Tristimulus colorimeter a* and chroma values were positively correlated with lycopene values, but linear or quadratic regressions of colorimeter data against lycopene values were not significant. Tristimulus colorimeter readings from cut melons were compared to amounts of lycopene extracted from the same melons. Lycopene content varied widely among cultivars, with four cultivars having mean values greater than 65.0 ?g g-1 fresh weight. Seedless types sampled tended to have higher amounts of lycopene (&gt;50.0 ?g g-1 fresh weight) than seeded types. Watermelon lycopene content changed for some cultivars with production season.",Carotenoids; Colour; Functional foods,Article,,Scopus,2-s2.0-0034928979
"Setter T.L., Flannigan B.A.",Water deficit inhibits cell division and expression of transcripts involved in cell proliferation and endoreduplication in maize endosperm,2001,Journal of Experimental Botany,52,360,,1401,1408,,72,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034944531&partnerID=40&md5=1a01f83870b55ca6eda4b296faba4300,"Department of Crop Sciences, Cornell University, Ithaca, NY 14853, United States","Setter, T.L., Department of Crop Sciences, Cornell University, Ithaca, NY 14853, United States; Flannigan, B.A., Department of Crop Sciences, Cornell University, Ithaca, NY 14853, United States","Water deficit at the early post-pollination stage in cereal grains decreases endosperm cell division and, in turn, decreases the capacity for storage material accumulation. Post-mitotic replication of nuclear DNA (endoreduplication) may also play a role in stress effects. To gain a better understanding of the extent to which cell proliferation and endoreduplication are affected by water deficit, nuclear numbers and size were examined in endosperms of maize (Zea mays L.) by flow cytometry and the transcript levels of genes which have recognized roles in the cell cycle were quantified. Water deficit from 5-13 d after pollination (DAP) decreased the rate of endosperm cell division by 90% and inhibited [3H]-thymidine incorporation into DNA from 9-13 DAP. The proportion of nuclei engaging in endoreduplication and nuclear DNA content increased steadily from 9-13 DAP in controls, but water deficit initially increased the proportion of endoreduplicating nuclei at 9 DAP, then halted further entry into endoreduplication and S-phase cycling from 9-13 DAP. Transcript levels of ?-tubulin, and the S-phase gene products histone H3 and PCNA were not affected by water deficit until 13 DAP, whereas those of ZmCdc2, a cyclin dependent kinase (CDK) with regulatory roles in mitosis, were inhibited substantially from 9-13 DAP. Cell proliferation and associated processes were inhibited at initial stages of the stress episode, whereas endoreduplication and associated S-phase processes were not inhibited until the stress was more advanced. It was concluded that endosperm mitosis has greater sensitivity than endoreduplication to water deficit.",Cell cycle; Drought; Endopolyploidy; Kernel set,Article,,Scopus,2-s2.0-0034944531
"Wright S.I., Le Q.H., Schoen D.J., Bureau T.E.",Population dynamics of an Ac-like transposable element in self- and cross-pollinating arabidopsis,2001,Genetics,158,3,,1279,1288,,83,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034924455&partnerID=40&md5=b22f49c2f13fcf2127e7ab8b65a383ad,"Department of Biology, McGill University, Montreal, Que. 113A 1B1, Canada; Institute of Cell, Animal and Population Biology, University of Edinburgh, Ashworth Laboratories, W. Mains Rd., Edinburgh, EH9 3JT, United Kingdom","Wright, S.I., Department of Biology, McGill University, Montreal, Que. 113A 1B1, Canada, Institute of Cell, Animal and Population Biology, University of Edinburgh, Ashworth Laboratories, W. Mains Rd., Edinburgh, EH9 3JT, United Kingdom; Le, Q.H., Department of Biology, McGill University, Montreal, Que. 113A 1B1, Canada; Schoen, D.J., Department of Biology, McGill University, Montreal, Que. 113A 1B1, Canada; Bureau, T.E., Department of Biology, McGill University, Montreal, Que. 113A 1B1, Canada","Theoretical models predict that the mating system should be an important factor driving the dynamics of transposable elements in natural populations due to differences in selective pressure on both element and host. We used a PCR-based approach to examine the abundance and levels of insertion polymorphism of Ac-III, a recently identified Ac-like transposon family, in natural populations of the selfing plant Arabidopsis thaliana and its close outcrossing relative, Arabidopsis lyrata. Although several insertions appeared to be ancient and shared between species, there is strong evidence for recent activity of this element family in both species. Sequences of the regions flanking insertions indicate that all Ac-III transposons segregating in natural populations are in noncoding regions and provide no evidence for local transposition events. Transposon display analysis suggests the presence of slightly higher numbers of insertion sites per individual but fewer total polymorphic insertions in the self-pollinating A. thaliana than A. lyrata. Element insertions appear to be segregating at significantly lower frequencies in A. lyrata than A. thaliana, which is consistent with a reduction in transposition rate, reduction in effective population size, or reduced efficacy of natural selection against element insertions in selfing populations.",,Article,,Scopus,2-s2.0-0034924455
"Consiglio T.K., Bourne G.R.",Pollination and breeding system of a neotropical palm Astrocaryum vulgare in Guyana: A test of the predictability of syndromes,2001,Journal of Tropical Ecology,17,4,,577,592,,20,10.1017/S0266467401001432,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034927196&doi=10.1017%2fS0266467401001432&partnerID=40&md5=e18c3b82f76948138b81dadc6d4cb323,"Missouri Botanical Garden, Monsanto Building, P.O. Box 299, St. Louis, MO 63166-0299, United States; Department of Biology, International Center for Tropical Ecology, University of Missouri-St. Louis, St. Louis, MO 63121-4499, United States","Consiglio, T.K., Missouri Botanical Garden, Monsanto Building, P.O. Box 299, St. Louis, MO 63166-0299, United States, Department of Biology, International Center for Tropical Ecology, University of Missouri-St. Louis, St. Louis, MO 63121-4499, United States; Bourne, G.R., Department of Biology, International Center for Tropical Ecology, University of Missouri-St. Louis, St. Louis, MO 63121-4499, United States","A pollination and breeding system study was conducted on a neotropical palm, Astrocaryum vulgare, in Guyana, South America, to better understand it reproductive character evolution, and test the predictability of pollination syndromes. The pollination syndrome approach was used because it integrates characteristics of flowers and their pollinators into an evolutionary framework that allowed experimental testing of predictions. The flowers of A. vulgate displayed traits that were typical of both beetle and wind pollination syndromes. The protogynous inflorescences produced heat and odour during nocturnal anthesis, had numerous stamens with copious, light pollen, and were visited by hordes of beetles that used the inflorescences as feeding, mating and oviposition sites. In contrast, some of these features, such as numerous stamens with copious, light pollen, a high pollen to ovule ratio, and no obvious production of visitor rewards, were also typical of the wind pollination syndrome. However, floral rewards appeared to be tissues of the fleshy staminate petals and pollen that were readily devoured by the beetles. In addition to the Coleoptera, insect visitors to A. vulgare inflorescences included several species of Hymenoptera, Diptera and Orthoptera. However, only Nitidulidae and Curculionidae beetles were effective insect pollinators. Pollination treatments showed that wind pollination was possible, but fruit set was significantly higher for female flowers visited by beetles. Although a pollen/ovule ratio of 50 000:1 and outcrossing index confirmed an outcrossing breeding system, pollination experiments suggested that A. vulgate had the potential for self pollination. Therefore, the breeding system might be best classified as facultatively xenogamous (cross fertilizing). The predictive value of potential pollinator agents for A. vulgare was inadequate because its floral traits were indicative of both cantharophilous and anemophilous pollination syndromes.",Anemophilous palm; Cantharophilous palm; Coleoptera; Curculionidae; Nitidulidae; Outcrossing index; Pollination syndrome; Xenogamous breeding system,Article,,Scopus,2-s2.0-0034927196
"Ishii H.S., Sakai S.",Effects of display size and position on individual floral longevity in racemes of Narthecium asiaticum (Liliaceae),2001,Functional Ecology,15,3,,396,405,,33,10.1046/j.1365-2435.2001.00536.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034920410&doi=10.1046%2fj.1365-2435.2001.00536.x&partnerID=40&md5=fd226d9a7e5d4a8ddeddd3d1debe05e6,"Department of Ecology, Graduate School of Science, Tohoku University, Aoba, Sendai 980-8578, Japan","Ishii, H.S., Department of Ecology, Graduate School of Science, Tohoku University, Aoba, Sendai 980-8578, Japan; Sakai, S., Department of Ecology, Graduate School of Science, Tohoku University, Aoba, Sendai 980-8578, Japan","1. We analysed the longevity of individual flowers and the effect on pollination success with respect to floral display size of racemes (number of flowers open at one time) for the sequentially blooming plant Narthecium asiaticum (Liliaceae). The longevity of lower- and middle-positioned flowers (about 7 days in 1998 and 6 days in 1999) was much greater than the length of time required for the completion of male (about 3 days) and female (within 3 days) functions. 2. We suggest that such prolonged longevity benefits the plant in terms of pollinator attraction, because prolonged longevity in lower and middle flowers leads to large display sizes of racemes. Increased display size would not have resulted in an increase of geitonogamy in this species, because most pollinators left racemes after probing only one flower. Rather, large displays attracted more pollinators and increased pollen dispersal from individual flowers. 3. The longevity of upper-positioned flowers (about 4 days in 1998 and 3 days in 1999) was less than that of lower- and middle-positioned flowers - almost the same as the length of time required for the completion of male and female functions. This difference is possibly because upper flowers open later within racemes: if there were no subsequent flowers, prolonged floral longevity would not benefit the plants and would only consume resources used to maintain the flower. 4. Floral longevity within inflorescence should be understood in relation to the effects of floral display size and floral positions, in addition to the accrual rates of male and female functions and the maintenance cost of individual flowers.",Display size; Floral longevity; Individual flowers; Inflorescence,Article,,Scopus,2-s2.0-0034920410
"Rodríguez-Concepción M., Pérez-García A., Pío Beltrán J.",Up-regulation of genes encoding novel extracellular proteins during fruit set in pea,2001,Plant Molecular Biology,46,4,,373,382,,6,10.1023/A:1010675612719,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034913289&doi=10.1023%2fA%3a1010675612719&partnerID=40&md5=f66a4759954dcd18bf542832ce8868ec,"Departament de Bioquímica i Biologia Molecular, Universitat de Barcelona, Martí i Franquès 1-7, 08028 Barcelona, Spain; Instituto de Biología Molecular y Celular de Plantas, U.P.V., C.S.I.C., Camino Vera s/n, 46022 Valencia, Spain","Rodríguez-Concepción, M., Departament de Bioquímica i Biologia Molecular, Universitat de Barcelona, Martí i Franquès 1-7, 08028 Barcelona, Spain, Instituto de Biología Molecular y Celular de Plantas, U.P.V., C.S.I.C., Camino Vera s/n, 46022 Valencia, Spain; Pérez-García, A., Instituto de Biología Molecular y Celular de Plantas, U.P.V., C.S.I.C., Camino Vera s/n, 46022 Valencia, Spain; Pío Beltrán, J., Instituto de Biología Molecular y Celular de Plantas, U.P.V., C.S.I.C., Camino Vera s/n, 46022 Valencia, Spain","The transition from the carpel of the flower to a developing fruit is a poorly characterized process despite its agricultural importance. We have identified two genes, GIC19 and GIC4, which are expressed after induction of pea (Pisum sativum L.) fruit set either by exogenous gibberellins or by pollination. GIC19 expression is temporally and spatially regulated, with transcripts mainly found in growing carpels and young fruit. Similar to GIC19, GIC4 expression is developmentally regulated during carpel and fruit development. However, GIC4 transcripts are found in other growing tissues throughout the plant. Analysis of their sequences and localization of fusion proteins with GFP indicate that both GIC19 and GIC4 are extracellular proteins. While GIC19 is a small proline-rich protein with no overall homology to other reported proteins, GIC4 belongs to a novel family of proteins. Our results reinforce a model of gibberellin mode of action during pea fruit set and development involving enhanced synthesis of extracellular proteins and secretory activity to provide materials and energy for cell growth.",Differential expression; Extracellular proteins; Fruit development; Gibberellins; Pisum,Article,,Scopus,2-s2.0-0034913289
