Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Gaino A.P.S.C., de Moraes M.L.T., Moreira J.P., Cardin L.T., Moraes M.A., da Silva A.M., Freitas M.L.M., Sebbenn A.M.",Mating system in myracrodruon urundeuva (Anarcadiaceae): Implications for conservation genetics [Sistema de reprodução em myracrodruon urundeuva (Anarcadiaceae): Implicações para a conservação genética],2011,Revista Brasileira de Botanica,34,4,,545,551,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856027371&partnerID=40&md5=adf2b0fef445b552bf84bb6c40155e4c,"Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP, Faculdade de Engenharia de Ilha Solteira, Av. Brasil Centro, 56, Caixa Postal 31, 15385-000 Ilha Solteira, SP, Brazil; Instituto Florestal de São Paulo, Caixa Postal 1322, 01059-970 São Paulo, SP, Brazil","Gaino, A.P.S.C., Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; de Moraes, M.L.T., Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP, Faculdade de Engenharia de Ilha Solteira, Av. Brasil Centro, 56, Caixa Postal 31, 15385-000 Ilha Solteira, SP, Brazil; Moreira, J.P., Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; Cardin, L.T., Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; Moraes, M.A., Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; da Silva, A.M., Universidade Estadual de Londrina - UEL, Caixa Postal 6001, CEP 86051-980 Londrina, PR, Brazil; Freitas, M.L.M., Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP, Faculdade de Engenharia de Ilha Solteira, Av. Brasil Centro, 56, Caixa Postal 31, 15385-000 Ilha Solteira, SP, Brazil; Sebbenn, A.M., Instituto Florestal de São Paulo, Caixa Postal 1322, 01059-970 São Paulo, SP, Brazil","The aims of this study were to investigate the mating system of a fragmented population of the dioecious tropical tree Myracrodruon urundeuva Allemão, using five microsatellite loci and the mixed mating and correlated mating models. The study was conducted in the Estação Ecológica de Paulo de Farias (436 ha), where the population occupies about 142 ha. The mating system was estimated using 514 open-pollinated offspring, collected from 30 seed-trees. Estimates of the multilocus outcrossing rate confirm that the species is dioecious (t m = 1.0). Low levels of mating among relatives were detected in the population (1 - t s = 0.020). The estimate of paternity correlation (r p(m)) indicated that offsprings were composed of mixtures of half-sibs and full-sibs, with the latter occurring at a low frequency (average of 0.148). The estimated coancestry coefficient within families (? = 0.147) was larger and the effective population size (N e(v)) was lower (N e(v) = 2.98) than expected in progenies from panmictic populations (? = 0.125, N e(v) = 4, respectively). In terms of conservation, the results indicate that to retain an effective population size of 150, is necessary to collect seeds from at least 50 seed-trees.",Correlated matings; Fragmentation; Microsatellite; Variance effective population size,Article,,Scopus,2-s2.0-84856027371
"Ayala-Berdon J., Rodríguez-Peña N., Orduña-Villaseñor M., Stoner K.E., Kelm D.H., Schondube J.E.",Foraging behavior adjustments related to changes in nectar sugar concentration in phyllostomid bats,2011,Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology,160,2,,143,148,,12,10.1016/j.cbpa.2011.05.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960697849&doi=10.1016%2fj.cbpa.2011.05.030&partnerID=40&md5=81924092bc549726c619526883e6db19,"Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico; Leibniz Institute for Zoo and Wildlife Research, Alfred-Kowalke-Strasse 17, 10315 Berlin, Germany","Ayala-Berdon, J., Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico; Rodríguez-Peña, N., Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico; Orduña-Villaseñor, M., Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico; Stoner, K.E., Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico; Kelm, D.H., Leibniz Institute for Zoo and Wildlife Research, Alfred-Kowalke-Strasse 17, 10315 Berlin, Germany; Schondube, J.E., Centro de Investigaciónes en Ecosistemas, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro No. 8701 C.P. 58190, Morelia, Michoacán, Mexico","Nectar-feeding bats regulate their food ingestion in response to changes in sugar concentration as a way to achieve a constant energy intake. However, their digestive capability to assimilate sugars can limit their total energy intake, particularly when sugar concentration in nectar is low. Our experimental study evaluated the effect that changes in sugar concentration of nectar have on the foraging behavior of the nectar-feeding bats Glossophaga soricina and Leptonycteris yerbabuenae in captivity. We measured foraging behavior and food intake when bats fed at different concentrations of sucrose (5, 15, 25 and 35%. wt/vol.). To compensate for low-energy intake, both bat species reduced their flight time, and increased feeding time when sugar concentration decreased. Our results suggest that nectar-feeding bats in nature confront two scenarios with complementary ecological effects: 1) bats feeding on dilute nectars (i.e. ? 15%. wt/vol.) should increase the number of flowers visited per night enhancing pollination, and 2) bats feeding on concentrated nectars could spend more time flying, including long- and short-distance-flights increasing food patch exploration for use during subsequent nights, and thus enhancing plant gene flow. Further studies on foraging behavior of nectarivorous bats under natural conditions are necessary to corroborate these hypotheses. © 2011.",Activity patterns; Behavioral compensation; Energy balance; Foraging behavior; Intake response; Phyllostomid bats,Article,,Scopus,2-s2.0-79960697849
"Petri J.L., Leite G.B., Couto M., Poliana Francescatto E.",Advances of the apple crop in Brazil [Avanços na Cultura da Macieira no Brasil],2011,Revista Brasileira de Fruticultura,33,SPEC. ISSUE 1,,48,56,,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83255166524&partnerID=40&md5=43bf1a1fd61060f26028b4d6a0714851,"Estação Experimental de Caçador-EPAGRI, Caixa Postal 591, Caçador-SC-Cep 89500-000, Brazil","Petri, J.L., Estação Experimental de Caçador-EPAGRI, Caixa Postal 591, Caçador-SC-Cep 89500-000, Brazil; Leite, G.B., Estação Experimental de Caçador-EPAGRI, Caixa Postal 591, Caçador-SC-Cep 89500-000, Brazil; Couto, M., Estação Experimental de Caçador-EPAGRI, Caixa Postal 591, Caçador-SC-Cep 89500-000, Brazil; Poliana Francescatto, E., Estação Experimental de Caçador-EPAGRI, Caixa Postal 591, Caçador-SC-Cep 89500-000, Brazil","The boom of the commercial apple production in Brazil was set by the '70s, since up to this date there were few commercial orchards, representing less than 100ha. By the initiative of some pioneer growers, and the fiscal incentive that allowed investing part of the income tax on orchard implantation and the support of state governments to developing projects, the apple culture had and expressive boost from the '80s. In the '70s, Brazil depended on importations, what represented at that time more than 100million dollars. The production was approximately 13,263ton and reached 183,299ton and 857,615ton in the '80s and '90s, respectively. Recently, Brazil has reached an producing area of around 37,000ha with 3450 growers, and in 2009/2010 it was harvested 1,253 thousand tons of apples. Since 1994, Brazil became an apple exporter, and after 2000 exportations have beaten importations. The apple sector is an important source of employment generation with three direct and indirect jobs per hectare, representing more than 100 thousand employment in the apple productive chain. These advances are due to important technologies that were introduced throughout the years, which also let an increase of quality and yield per unit of area; in the '70s and '80s yield was inferior to 15ton/ha and nowadays is near to 40ton/ha, although some areas produce above 50ton/ha. Evolution also occurred with the cultivars. The first plantings were based on the cultivars Golden Delicious, Starkrimson, Blackjon, etc. These cultivars were progressively being substitute by 'Gala' and 'Fuji', and from the '90s clones that produce redder fruits of both cultivars were planted. Greater progress occurred to the quality of the vegetative material, since rootstocks and scions were virus-contaminated. The introduction of free-virus material led to an increase in yield and to the use of dwarfing rootstocks in high density orchards. The first apple orchards were performed with 500 to 800 trees per hectare; currently, orchard density consists of 2500 to 3000 trees per hectare. As the apple producing region in the South of Brazil has no adequate chilling to attempt the requirements to release dormancy, technologies were developed to induce bud burst and blooming, and consequently no alternate bearing. Besides these technologies, it must be highlighted the advances in the training systems and pruning, harvest management, chemical thinning, pollination, phytosanitary control and fruit conservation and storage. Moreover, the latter permitted the market supplying for twelve months of the year with high quality fruits. Apple was the pioneer fruit in the implantation of the integrated production system and the first Brazilian fruit to be certified in this system.",Historical; Malus domestica; Production; Technologies,Article,,Scopus,2-s2.0-83255166524
"Wang X., Wang Y., Zhang G., Ma Z.",An integrated breeding technology for accelerating generation advancement and trait introgression in cotton,2011,Plant Breeding,130,5,,569,573,,5,10.1111/j.1439-0523.2011.01868.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053925168&doi=10.1111%2fj.1439-0523.2011.01868.x&partnerID=40&md5=216b5125b17e036a5d9e06b900abb82e,"North China Key Laboratory of Crop Germplasm Resources of Education Ministry, Key Laboratory for Crop Germplasm Resources of Hebei Province, Agricultural University of Hebei, Baoding, 071001, China","Wang, X., North China Key Laboratory of Crop Germplasm Resources of Education Ministry, Key Laboratory for Crop Germplasm Resources of Hebei Province, Agricultural University of Hebei, Baoding, 071001, China; Wang, Y., North China Key Laboratory of Crop Germplasm Resources of Education Ministry, Key Laboratory for Crop Germplasm Resources of Hebei Province, Agricultural University of Hebei, Baoding, 071001, China; Zhang, G., North China Key Laboratory of Crop Germplasm Resources of Education Ministry, Key Laboratory for Crop Germplasm Resources of Hebei Province, Agricultural University of Hebei, Baoding, 071001, China; Ma, Z., North China Key Laboratory of Crop Germplasm Resources of Education Ministry, Key Laboratory for Crop Germplasm Resources of Hebei Province, Agricultural University of Hebei, Baoding, 071001, China","We have developed an integrated breeding technology for cotton that can accelerate generation advancement to three or four times per year. This approach includes in vitro culturing of immature embryos into plantlets, which saves time because of no waiting for seed maturation. In addition to selection for kanamycin resistance and PCR identification of the gene of interest (here, insect resistance), we also incorporate methods such as plantlet grafting and growth regulation. In this way, embryos aged 20-30days postanthesis can develop directly into plantlets in another 10-15days. Here, kanamycin and PCR selection plantlets were grafted using a new and efficient technique called cotton joint graft, which can provide a reliable survival rate of 90-100%. Growth of the grafted plants was regulated for rapid development by adjusting the soil nutrients. We also treated the pedicels of hybridized or back-crossed bolls with a mixture of naphthalene acetic acid and gibberellic acid to prevent shedding. Over the course of 1year, we were able to produce three or four generations at intervals of about 90-120days, i.e. from immature embryo culture through pollination and fecundation. Using this procedure, we transferred the Cry1Ac gene into three recurrent cultivars, 'Han93-2', 'Jimian20' and 'Nongda94-7'. This was accomplished through four backcross generations and one cycle of selfing. BC4F2 progenies were obtained within 1.5years, with each generation being completed between 89.0 and 117.3days. © 2011 Blackwell Verlag GmbH.",Acceleration of generation advancement; Backcross; Cotton; Grafting; Immature embryo culture; Kanamycin resistance selection; PCR technique,Article,,Scopus,2-s2.0-80053925168
"Agarwal M., Guzmán M., Morales-Matos C., Del Valle Díaz R.A., Abramson C.I., Giray T.",Dopamine and octopamine influence avoidance learning of honey bees in a place preference assay,2011,PLoS ONE,6,9, e25371,,,,38,10.1371/journal.pone.0025371,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053588477&doi=10.1371%2fjournal.pone.0025371&partnerID=40&md5=29b72e1f1aa30c20b1ad3614ae2904bf,"Department of Chemistry, University of Puerto Rico, San Juan, Puerto Rico; Department of Biology, University of Puerto Rico, San Juan, Puerto Rico; Laboratory of Behavioral Biology and Comparative Psychology, Oklahoma State University, Stillwater, OK, United States","Agarwal, M., Department of Chemistry, University of Puerto Rico, San Juan, Puerto Rico; Guzmán, M., Department of Biology, University of Puerto Rico, San Juan, Puerto Rico; Morales-Matos, C., Department of Biology, University of Puerto Rico, San Juan, Puerto Rico; Del Valle Díaz, R.A., Department of Biology, University of Puerto Rico, San Juan, Puerto Rico; Abramson, C.I., Laboratory of Behavioral Biology and Comparative Psychology, Oklahoma State University, Stillwater, OK, United States; Giray, T., Department of Biology, University of Puerto Rico, San Juan, Puerto Rico","Biogenic amines are widely characterized in pathways evaluating reward and punishment, resulting in appropriate aversive or appetitive responses of vertebrates and invertebrates. We utilized the honey bee model and a newly developed spatial avoidance conditioning assay to probe effects of biogenic amines octopamine (OA) and dopamine (DA) on avoidance learning. In this new protocol non-harnessed bees associate a spatial color cue with mild electric shock punishment. After a number of experiences with color and shock the bees no longer enter the compartment associated with punishment. Intrinsic aspects of avoidance conditioning are associated with natural behavior of bees such as punishment (lack of food, explosive pollination mechanisms, danger of predation, heat, etc.) and their association to floral traits or other spatial cues during foraging. The results show that DA reduces the punishment received whereas octopamine OA increases the punishment received. These effects are dose-dependent and specific to the acquisition phase of training. The effects during acquisition are specific as shown in experiments using the antagonists Pimozide and Mianserin for DA and OA receptors, respectively. This study demonstrates the integrative role of biogenic amines in aversive learning in the honey bee as modeled in a novel non-appetitive avoidance learning assay. © 2011 Agarwal et al.",,Article,Open Access,Scopus,2-s2.0-80053588477
"Asumadu H., Ewool M.B., Obeng-Antwi K.",Participatory evaluation of drought tolerant maize varieties using mother-baby trial model: A case study in the forest-Savannah transition zone of Ghana,2011,Journal of Agronomy,10,2,,68,73,,1,10.3923/ja.2011.68.73,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053194766&doi=10.3923%2fja.2011.68.73&partnerID=40&md5=48f1eb77ef63a30ede12f32088310d01,"CSIR-Crops Research Institute, P.O. Box 3785, Kumasi, Ghana","Asumadu, H., CSIR-Crops Research Institute, P.O. Box 3785, Kumasi, Ghana; Ewool, M.B., CSIR-Crops Research Institute, P.O. Box 3785, Kumasi, Ghana; Obeng-Antwi, K., CSIR-Crops Research Institute, P.O. Box 3785, Kumasi, Ghana","Maize is one of the world's three primary cereal crops and also one of the most popular food crops on the domestic market in Ghana. Erratic rainfall pattern in the Forest-Savannah transition zone of Ghana for the past decade has caused shortfalls in rainfall amounts resulting in low maize production and productivity. The Maize Breeding Programme at the Crops Research Institute, Ghana, in collaboration with the International Institute of Tropical Agriculture, Ibadan, Nigeria identified high yielding and drought tolerant open-pollinated and hybrid maize varieties for evaluation and eventual release to farmers. The mother-baby trial model was adopted for the evaluation of these varieties in the major season of 2009 in three farming communities in the target agro-ecology. The Farmers variety showed poor yield performance in both the mother and baby trials and in the ranking of varieties by farmers and researchers in both early and medium maturity groups. Almost all the improved varieties were appreciated by both researchers and farmers. The yields of the drought tolerant varieties in both normal and drought affected environments were higher than the farmers variety in both cases. The two most promising drought tolerant varieties, TZE-W Pop STR QPM CO and IWD C2 S YN F2 out-yielded the Farmers' variety by as much as 23 to 90% across locations. Therefore, these varieties were recommended by the Maize Breeding Programme at the Crops Research Institute to the National Variety Release Committee of Ghana for release to farmers in 2010. © 2011 Asian Network for Scientific Information.",Baby trial; Drought tolerant maize; Mother trial; Preference; Selection,Article,,Scopus,2-s2.0-80053194766
"Chen J.-P., Ge X.-H., Yao X.-C., Feng Y.-H., Li Z.-Y.",Synthesis and characterization of interspecific trigenomic hybrids and allohexaploids between three cultivated brassica allotetraploids and wild species brassica fruticulosa,2011,African Journal of Biotechnology,10,57,,12171,12176,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053356615&partnerID=40&md5=a7ef25868c8f7e8243b676f5c53849f2,"National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China","Chen, J.-P., National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China; Ge, X.-H., National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China; Yao, X.-C., National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China; Feng, Y.-H., National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China; Li, Z.-Y., National Key Laboratory of Crop Genetic Improvement, National Center of Crop Molecular Breeding Technology, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China","Interspecific reciprocal crosses between three cultivated Brassica allotetraploids and one wild species Brassica fruticulosa (FF, 2n =16) were made and the trigenomic hybrids were produced only with embryo rescue. From the crosses with Brassica juncea (AABB, 2n = 36) and Brassica napus (AACC, 2n = 38), hybrids (F.AB, 2n = 26; F.AC, 2n = 27) were obtained only with B. fruticulosa as female, but the reciprocal crosses with Brassica carinata (BBCC, 2n = 34) gave rise to hybrids (F.BC/BC.F, 2n = 25). These hybrids showed an intermediate morphology and were sterile for male and female except those with B. carinata. All the triploids showed high frequency of bivalents during diakinesis and metaphase I (MI) of meiosis. The allohexaploids (FF.AABB, 2n = 52; FF.AACC, 2n = 54; BBCC.FF, 2n = 50) were synthesized by colchicine treatments of respective hybrids in vitro, which showed growth vigor and had larger stature than the hybrids, but were male sterile except one (FF.AABB). They produced progenies with the expected chromosome complements (F.AABB, 2n = 44; F.AACC, 2n = 46; BBCC.F, 2n = 42) after pollination by respective Brassica allotetraploids. In these allohexaploids, chromosomes were mainly paired as bivalents at diakinesis and segregated equally at anaphase I (AI) during meiosis of pollen mother cells (PMCs). These allohexaploids and progenies were valuable for the breeding of Brassica crops. © 2011 Academic Journals.",Brassica allotetraploids; Brassica fruticulosa; Crossability; Genomic affinity; Interspecific hybrids; Morphology,Article,,Scopus,2-s2.0-80053356615
"Ren D., Shih C., Labandeira C.C.","A well-preserved aneuretopsychid from the jehol biota of china (insecta, mecoptera, aneuretopsychidae)",2011,ZooKeys,129,,,17,28,,11,10.3897/zookeys.129.1282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053069968&doi=10.3897%2fzookeys.129.1282&partnerID=40&md5=6e6288e649002534e0dc1a098dfe88ad,"College of Life Sciences, Capital Normal University, Beijing 100048, China; Department of Paleobiology, Smithsonian Institution, National Museum of Natural History, Washington, DC 20013, United States; Department of Entomology and BEES Program, University of Maryland, College Park, MD 20742, United States","Ren, D., College of Life Sciences, Capital Normal University, Beijing 100048, China; Shih, C., College of Life Sciences, Capital Normal University, Beijing 100048, China; Labandeira, C.C., College of Life Sciences, Capital Normal University, Beijing 100048, China, Department of Paleobiology, Smithsonian Institution, National Museum of Natural History, Washington, DC 20013, United States, Department of Entomology and BEES Program, University of Maryland, College Park, MD 20742, United States","The Aneuretopsychidae is an unspeciose and enigmatic family of long-proboscid insects that presently consist of one known genus and three species from the Late Jurassic to Early Cretaceous of north-central Asia. In this paper, a new genus and species of fossil aneuretopsychid is described and illustrated, Jeholopsyche liaoningensis gen. et sp. n. Fossils representing this new taxon were collected from mid Early Cretaceous strata of the well known Jehol Biota in Liaoning Province, China. This finding documents the first formal record of fossil Aneuretopsychidae in China. In addition, this well-preserved and new material reveals previously unknown and detailed morphological structure of the mouthparts, antennae, head, thorax, legs and abdomen of this distinctive insect lineage. copyright; D. Ren et al.",Aneuretopsychidae; China; Early cretaceous; New genus; New species; Pollination drops; Proboscis; Yixian formation,Article,Open Access,Scopus,2-s2.0-80053069968
"Dupont Y.L., Damgaard C., Simonsen V.",Quantitative historical change in bumblebee (Bombus spp.) assemblages of red clover fields,2011,PLoS ONE,6,9, e25172,,,,32,10.1371/journal.pone.0025172,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053169567&doi=10.1371%2fjournal.pone.0025172&partnerID=40&md5=3d1c8577b60225258bce7cd619b3e9e5,"Section of Ecology and Genetics, Department of Bioscience, Aarhus University, Aarhus, Denmark; Section of Terrestrial Ecology (NERI), Department of Bioscience, Aarhus University, Silkeborg, Denmark","Dupont, Y.L., Section of Ecology and Genetics, Department of Bioscience, Aarhus University, Aarhus, Denmark; Damgaard, C., Section of Terrestrial Ecology (NERI), Department of Bioscience, Aarhus University, Silkeborg, Denmark; Simonsen, V., Section of Terrestrial Ecology (NERI), Department of Bioscience, Aarhus University, Silkeborg, Denmark","Background: Flower visiting insects provide a vitally important pollination service for many crops and wild plants. Recent decline of pollinating insects due to anthropogenic modification of habitats and climate, in particular from 1950's onwards, is a major and widespread concern. However, few studies document the extent of declines in species diversity, and no studies have previously quantified local abundance declines. We here make a quantitative assessment of recent historical changes in bumblebee assemblages by comparing contemporary and historical survey data. Methodology/Principal Findings: We take advantage of detailed, quantitative historical survey data from the 1930's on bumblebee (Bombus spp.) abundances and species composition in red clover (Trifolium pratense) fields, an important floral resource and an attractant of all bumblebee species. We used the historical survey data as a pre-industrialization baseline, and repeated the same sampling protocol at nearly the same localities at present, hence setting up a historical experiment. We detected historical changes in abundances (bees/m 2) of both workers (the ""pollinatory units"") and queens (effective population size), in addition to species composition. In particular, long-tongued bumblebee species showed consistent and dramatic declines in species richness and abundances throughout the flowering season of red clover, while short-tongued species were largely unaffected. Of 12 Bombus species observed in the 1930's, five species were not observed at present. The latter were all long-tongued, late-emerging species. Conclusions/Significance: Because bumblebees are important pollinators, historical changes in local bumblebee assemblages are expected to severely affect plant reproduction, in particular long-tubed species, which are pollinated by long-tongued bumblebees. © 2011 Dupont et al.",,Article,Open Access,Scopus,2-s2.0-80053169567
"Baude M., Danchin E., Mugabo M., Dajoz I.",Conspecifics as informers and competitors: An experimental study in foraging bumble-bees,2011,Proceedings of the Royal Society B: Biological Sciences,278,1719,,2806,2813,,25,10.1098/rspb.2010.2659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051506019&doi=10.1098%2frspb.2010.2659&partnerID=40&md5=f658d382261706a99d07eb47c25c3d7d,"UPMC, Laboratoire Bioemco (Biogéochimie et Ecologie des Milieux Continentaux), UMR 7618, 46 rue d'Ulm, 75230 Paris, France; Université Paris Diderot 7, Laboratoire Bioemco (Biogéochimie et Ecologie des Milieux Continentaux), UMR 7618, 46 rue d'Ulm, 75230 Paris, France; CNRS, UPS, Laboratoire EDB (Evolution et Diversité Biologique), UMR 5174, 118 route de Narbonne, 31062 Toulouse, France; CNRS, UPMC, ENS, Laboratoire Ecologie and Evolution, UMR 7625, 7 quai Saint-Bernard, 75252 Paris, France","Baude, M., UPMC, Laboratoire Bioemco (Biogéochimie et Ecologie des Milieux Continentaux), UMR 7618, 46 rue d'Ulm, 75230 Paris, France, Université Paris Diderot 7, Laboratoire Bioemco (Biogéochimie et Ecologie des Milieux Continentaux), UMR 7618, 46 rue d'Ulm, 75230 Paris, France; Danchin, E., CNRS, UPS, Laboratoire EDB (Evolution et Diversité Biologique), UMR 5174, 118 route de Narbonne, 31062 Toulouse, France; Mugabo, M., CNRS, UPMC, ENS, Laboratoire Ecologie and Evolution, UMR 7625, 7 quai Saint-Bernard, 75252 Paris, France; Dajoz, I., Université Paris Diderot 7, Laboratoire Bioemco (Biogéochimie et Ecologie des Milieux Continentaux), UMR 7618, 46 rue d'Ulm, 75230 Paris, France","Conspecifics are usually considered competitors negatively affecting food intake rates. However, their presence can also inform about resource quality by providing inadvertent social information. Few studies have investigated whether foragers perceive conspecifics as informers or competitors. Here, we experimentally tested whether variation in the density of demonstrators ('none', 'low' and 'high'), whose location indicated flower profitability, affected decision-making of bumble-bees Bombus terrestris. Bumble-bees foraged on either 'simple' (two colours) or 'complex' (four colours) artificial floral communities. We found that conspecifics at low density may be used as sources of information in first flower choices, whereas they appeared as competitors over the whole foraging sequence. Low conspecific densities improved foragers' first-visit success rate in the simple environment, and decreased time to first landing, especially in the complex environment. High conspecific densities did not affect these behavioural parameters, but reduced flower constancy in both floral communities, which may alter the efficiency of pollinating visits. These results suggest that the balance of the costs and benefits of conspecific presence varies with foraging experience, floral community and density. Spatio-temporal scales could thus be an important determinant of social information use. This behavioural flexibility should allow bumble-bees to better exploit their environment. © 2011 The Royal Society.",Bombus terrestris; Competition; Decision-making; Foraging behaviour; Inadvertent social information; Plant-pollinator interactions,Article,,Scopus,2-s2.0-80051506019
"Yue J.-Y., Wu L.-J., Wu Y.-J., Tang C.-M.",Radiobiological effects of nitrogen ion implantation on upland cotton (Gossypium hirsutum L.) pollen grains,2011,Crop and Pasture Science,62,8,,666,677,,,10.1071/CP10332,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052866602&doi=10.1071%2fCP10332&partnerID=40&md5=2ec9f556c05832ace2a8e8d39295115e,"College of Agronomy, Nanjing Agricultural University, Nanjing Jiangsu 210095, China; Key Laboratory of Cytogenetical and Molecular Regulation, College of Life Science of Tianjin Normal University, Tianjin, 300387, China; Key Laboratory of Ion Beam Bioengineering, Institute of Plasma Physics, Chinese Academy of Sciences, Hefei, Anhui, 230031, China","Yue, J.-Y., College of Agronomy, Nanjing Agricultural University, Nanjing Jiangsu 210095, China, Key Laboratory of Cytogenetical and Molecular Regulation, College of Life Science of Tianjin Normal University, Tianjin, 300387, China; Wu, L.-J., Key Laboratory of Ion Beam Bioengineering, Institute of Plasma Physics, Chinese Academy of Sciences, Hefei, Anhui, 230031, China; Wu, Y.-J., Key Laboratory of Ion Beam Bioengineering, Institute of Plasma Physics, Chinese Academy of Sciences, Hefei, Anhui, 230031, China; Tang, C.-M., College of Agronomy, Nanjing Agricultural University, Nanjing Jiangsu 210095, China","To study the radiobiological effects of low-energy nitrogen ions on plant cells, nitrogen ions of various energies (10, 20 and 30keV) were implanted into pollen grains of the upland cotton (Gossypium hirsutum L.) cultivar 'Lumian 21'. The effects of irradiation on the pollen grains were assessed in terms of the ultrastructural changes in the exine and interior walls of the pollen grains, the germination rate, the number of pollen tubes in styles after pollination, the extent of the tip-focussed Ca2+ gradient and ultrastructural changes in F-actin in pollen tubes that developed from the treated pollen grains germinated in liquid medium. Nitrogen ions passed through the pollen grains by etching, penetrated the exine and interior walls, and destroyed cell structures in pollen grains. As the ion implantation energy increased, more pollen grains were destroyed, and the pollen grain germination rate and the number and length of pollen tubes decreased. Damaging effects were also observed with respect to the tip-focussed Ca2+ gradient and F-actin in pollen tubes. Treatment with 20- and 30-keV nitrogen ions caused the disappearance of the tip-focussed Ca2+ gradient in pollen tubes and affected the entire length of the tube. The function and structure of pollen tubes with respect to pollination and fertilisation may be affected by the changes in the ultrastructure of the pollen grains and the gene expression profile of pollen tubes after pollen grains are irradiated by nitrogen ions. © CSIRO 2011.",Gossypium hirsutum L.; nitrogen ion implantation; pollen grain; pollen tube; radiobiological effect.,Article,,Scopus,2-s2.0-80052866602
