Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Teitel D.C., Arad S.(M.), Birnbaum E., Mizrahi Y.",Growth and development of tomato fruits in vivo and in vitro,1985,Plant Growth Regulation,3,2,,179,189,,11,10.1007/BF01806057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646427324&doi=10.1007%2fBF01806057&partnerID=40&md5=ce183de2c01d5b9041984d1ce638bdbd,"The Department of Biology, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel; The Institutes for Applied Research, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel","Teitel, D.C., The Department of Biology, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel; Arad, S.(M.), The Institutes for Applied Research, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel; Birnbaum, E., The Institutes for Applied Research, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel; Mizrahi, Y., The Department of Biology, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel, The Institutes for Applied Research, Ben-Gurion University of the Negev, P.O.B. 1025, Beer-Sheva, IL-84110, Israel","Tomato (Lycopersicon esculentum Mill.) fruits of the male sterile cultivar Pearson (MS35 BC4, 61) were transferred to in vitro culture during the cell division period. Fruits grown in vivo and in vitro were compared throughout their development according to various growth parameters: fresh and dry weight, cell number, cell diameter, and DNA and total protein content. In all cases, the values pertaining to fruits grown in vitro were significantly lower than their in vivo counterparts. The final fresh weight of fruits transferred to culture 2, 5, or 10 days after pollination was only 0.7, 1.2, and 3.4%, respectively, of that of plant-grown fruits. The results indicate that the reduced fruit size in vitro is related to the reduction in both cell number and cell size. It is interesting to note that the DNA content per cell increased 15-fold during the growth of the plant-grown fruits while this accumulation was only between 2-and 3-fold in all the cultured fruits. The time to first colour appearance of fruits cultured 2, 5, or 10 days after pollination was 196, 132 and 85%, respectively, of that of plant-grown fruits. © 1985 Martinus Nijhoff/Dr W. Junk Publishers.",cell number; cell size; DNA content; Organ culture; tomato fruit,Article,,Scopus,2-s2.0-33646427324
Pandian T.J.,Behavioural energetics of some insects,1985,Proceedings: Animal Sciences,94,3,,219,224,,2,10.1007/BF03186264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444247465&doi=10.1007%2fBF03186264&partnerID=40&md5=170c33ea2d0044e27c745daa123c6a12,"School of Biological Sciences, Madurai Kamaraj University, Madurai, 625 021, India","Pandian, T.J., School of Biological Sciences, Madurai Kamaraj University, Madurai, 625 021, India","Foraging behaviour of insects includes the following energy-requiring processes: (i) location and (ii) gathering. Some insects do incur additional energy cost on transporting and storing food. Energy cost of foraging ranges from 2 to 5 % of the energy gained in bees and wasps. Initiation of flight, in large and insulated insects obligatorily requires 'warming-up' of muscle temperature and maintenance of endothermy by over 20°C above the ambient. Over-heating is avoided by pumping the cooler abdominal blood into the hot thorax. Pollinating insects include (i) hovering high-energy foragers, which expend more energy and visit more flowers per unit time and (ii) walking low-energy foragers, which expend less energy and visit few flowers per unit time. Decreasing of ""wing loading"" is another strategy adopted by saturniids, which do not feed as adults. Most bees forage, when flowers are just blooming, and when they have maximum nectar reward to offer. From the model study on energy cost of oviposition, it has been shown that Sceliphron violaceum makes greater and greater effort to complete the process of food provisioning and sealing the larval nest, when it has invested more and more energy on foraging and provisioning spiders to the larviposited young ones. © 1985 Indian Academy of Sciences.",Behavioural energetics; foraging behaviour; high-energy foragers; Sceliphron violaceum; walking low-energy foragers,Article,,Scopus,2-s2.0-5444247465
"Davenport D., Lee H.",Image analysis in the orchidaceae,1985,Journal of Theoretical Biology,114,2,,199,222,,9,10.1016/S0022-5193(85)80104-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347896376&doi=10.1016%2fS0022-5193%2885%2980104-1&partnerID=40&md5=fc9a69874272dc97d9fff9c549d4e0fb,"Department of Biological Sciences The University of California, Santa Barbara, CA 93106, United States; Department of Electrical and Computer Engineering, The University of California, Santa Barbara, CA 93106, United States","Davenport, D., Department of Biological Sciences The University of California, Santa Barbara, CA 93106, United States, Department of Electrical and Computer Engineering, The University of California, Santa Barbara, CA 93106, United States; Lee, H., Department of Biological Sciences The University of California, Santa Barbara, CA 93106, United States, Department of Electrical and Computer Engineering, The University of California, Santa Barbara, CA 93106, United States","In orchids a number of variants of specific parameters of the floral image appear to have arisen from a common ancestral type and to have become established as genetically constant ones in the determination of sub-generic taxa. At the present time little is known of the genetic basis for their origin or establishment. Though it is not known at present whether perception and storage of a complex floral pattern play a role in the determination of flower constancy in pollinators (and thus in the genetic isolation of variants), we hypothesize that they do. As a step toward gaining the ability to test this hypothesis, we present a method for the comparative quantification of specific characteristics of floral images, which must bear some relation to the level of sophistication necessary in a processor if visual recognition is to be effected. A number of parameters in the images of orchid flowers have been so analyzed. The relation of these results to the possibility that the evolution of these images has been effected by visually mediated natural selection is discussed. © 1985 Academic Press Inc. (London) Ltd.",,Article,,Scopus,2-s2.0-0347896376
"Roubik D.W., Holbrook N.M., Parra G.V.",Roles of nectar robbers in reproduction of the tropical treelet Quassia amara (Simaroubaceae),1985,Oecologia,66,2,,161,167,,55,10.1007/BF00379850,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022234888&doi=10.1007%2fBF00379850&partnerID=40&md5=93bdf6e72cdf54966d9ddbaa03808d48,"Smithsonian Tropical Research Institute, APDO 2072, Balboa, Panama","Roubik, D.W., Smithsonian Tropical Research Institute, APDO 2072, Balboa, Panama; Holbrook, N.M., Smithsonian Tropical Research Institute, APDO 2072, Balboa, Panama; Parra, G.V., Smithsonian Tropical Research Institute, APDO 2072, Balboa, Panama","Different subsets of mainland nectarivores visited Quassia amara (Simaroubaceae), a self-compatible, predominately bird-pollinated treelet, at three islands and the mainland in Panamá. Factors correlated with reproductive success, defined as seed to ovule ratio, included the species pollinating and robbing flowers, visitor activity, pollinator response to nectar robbing, and internal regulation of fruit production. The absence of robbers and former pollinators on an island separated from the mainland during the holocene was associated with shifts in flower size, nectar production, and 3-4fold increases in population reproductive success and pollinator efficiency (=seeds produced per visit). Exclusion of robbers at three sites resulted in seed production 4-12 times greater than control flowers, at which robbers accounted for 52-98% of all visits. Although 36% of buds and over 83% of all flowers were robbed, this had no direct influence on the recorded 36-61% respective abortion rates of buds and flowers. Opportunistic avian robbers appeared where normal robbers were absent; three avian robbers extensively used floral perforations made by Trigona bees, and all ancillary pollinators also robbed. Selection pressures from nectar robbers are discussed that may relate to plant reproductive fitness. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0022234888
"Cruden R.W., Lyon D.L.",Patterns of biomass allocation to male and female functions in plants with different mating systems,1985,Oecologia,66,2,,299,306,,86,10.1007/BF00379868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022223579&doi=10.1007%2fBF00379868&partnerID=40&md5=88c14d22a84b623527ebb08ae3402607,"Department of Botany, University of Iowa, Iowa City, 52242, IA, United States; Program in Ecology and Evolutionary Biology, University of Iowa, Iowa City, 52242, IA, United States; Department of Biology, Cornell College, Mount Vernon, 52314, IA, United States","Cruden, R.W., Department of Botany, University of Iowa, Iowa City, 52242, IA, United States, Program in Ecology and Evolutionary Biology, University of Iowa, Iowa City, 52242, IA, United States; Lyon, D.L., Department of Biology, Cornell College, Mount Vernon, 52314, IA, United States","Using dry weight biomass we examined the patterns of investment in male and female functions (prezygotic cost) in plants with different mating systems. All the flower parts of both xenogamous and facultatively xenogamous species were heavier, i.e., larger, than those of facultatively autogamous species. Likewise, the dry weights of all the flower parts of xenogamous species exceeded those of facultatively xenogamous species. On a relative basis, xenogamous species invested less in calyces and more in corollas compared to species with the other mating systems. Facultatively autogamous species invested relatively more in pistils. Xenogamous species invested relatively more in stamens than do facultatively autogamous species. The ratios of dry weight stamens to dry weight pistils were equivalent in xenogamous and facultatively xenogamous species. The available data from xenogamous species suggest a pattern of resource allocation that is independent of sexual system (perfect-flowered, monoecious, or dioecious) and pollen vector. The cost of mating (prezygotic cost) was male biased and frequently exceeded by parental investment (postzygotic cost). These results are not consistent with models that predict equal allocation of resources to male and female sexual function but are consistent with those that predict unequal allocation of resources to those functions in outbreeding hermaphroditic angiosperms. Two additional lines of evidence are inconsistent with the expectations of sex allocation theory. First, resource allocation to sexual function was not equal in wind-pollinated species. Second, relative amounts of the resources allocated to male vis-à-vis female function did not decrease between xenogamy and facultative xenogamy i.e., with an increase in the selfing rate. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0022223579
Pflumm W.,Influence of nectar-supply rate on the number of flowers visited by a honeybee on each collecting flight,1985,Oecologia,66,2,,207,210,,5,10.1007/BF00379856,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022173666&doi=10.1007%2fBF00379856&partnerID=40&md5=1931af991f09c35423772db456978a08,"Fachbereich Biologie der Universität, Erwin-Schrödinger-Straße, Kaiserslautern, D-6750, Germany","Pflumm, W., Fachbereich Biologie der Universität, Erwin-Schrödinger-Straße, Kaiserslautern, D-6750, Germany","The behavior of nectar-collecting honeybees (Apis mellifica) at a glass sugar-water contained and at various plants was observed, and these food sources were compared with regard to duration of the bee's sojourn in the collecting area and the number of single visits per sojourn. Meagre - but continuous - nectar secretion by the flowers of bee-pollinated plants, when combined with a small distance between the individual flowers, results in a high number of flowers visited during a sojourn in the collecting area. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0022173666
"Melillo G., D'Amato G., Liccardi G., D'Agostino F., Schiano M.","Allergy to Olea europaea pollen: relationship between skin prick tests, RAST, ELISA and bronchial provocations tests.",1985,Allergologia et Immunopathologia,13,3,,229,234,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022058459&partnerID=40&md5=7373197b86c5b1f907d6fb693993408a,,"Melillo, G.; D'Amato, G.; Liccardi, G.; D'Agostino, F.; Schiano, M.","Olea Europaea is the most important allergenic tree in Southern Italy and in the Naples area. Its pollination period lasts from the middle of April to the end of June. In our pollinosis patients we observed frequency of sensitization of 13.05% to Olea pollen. That means that this pollen follows Parietaria (47.80%) and Gramineae (34.70%) regarding the frequency of allergic sensitization. In an attempt to evaluate the degree of allergic sensitization to Olea pollen and the concordance of various tests, we studied 24 asthmatic patients with skin positivity to only this pollen using commercially available allergen extracts and reagents. The patients were examined by SPT, RAST, ELISA and BPT with allergen. Our study has shown that there is no relationship between the results of SPT and Phadebas RAST; a slight relationship between SPT and Phadezym RAST, and a very good relationship between Phadebas and Phadezym RAST. Bronchial challenge with Olea extract was positive in all patients. These results may be interpreted considering the low degree of purification of Olea pollen extracts available commercially.",,Article,,Scopus,2-s2.0-0022058459
"Kermode A.R., Gifford D.J., Thakore E.A., Bewley J.D.","On the composition, deposition and mobilization of proteins in the cotyledons of castor bean (Ricinus communis L. cv. Hale) seeds: Their role as storage proteins",1985,Journal of Experimental Botany,36,5,,792,799,,7,10.1093/jxb/36.5.792,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842270362&doi=10.1093%2fjxb%2f36.5.792&partnerID=40&md5=774ba877cab298dd784eb11c3590aaa1,"Plant Physiology Research Group, Biology Department, University of Calgary, Calgary, AB, Canada","Kermode, A.R., Plant Physiology Research Group, Biology Department, University of Calgary, Calgary, AB, Canada; Gifford, D.J., Plant Physiology Research Group, Biology Department, University of Calgary, Calgary, AB, Canada; Thakore, E.A., Plant Physiology Research Group, Biology Department, University of Calgary, Calgary, AB, Canada; Bewley, J.D., Plant Physiology Research Group, Biology Department, University of Calgary, Calgary, AB, Canada","Proteins in the soluble and insoluble fractions, extracted from mature castor bean cv. Hale seed cotyledons, differ quantitatively and qualitatively from their counterparts extracted from the endosperm. The soluble fraction contains no glycoproteins, and the lectins RCA1 and ricin D are absent. While the insoluble proteins are electrophoretically and immunologically similar to those in the endosperm, they do not form the 100 kD subunit dimers which characterize some of the endosperm insoluble crystalloid proteins. Rapid rates of deposition of all of the soluble and insoluble proteins present in the mature seed cotyledons commences 30-35 d after pollination (DAP) and continues until 45 DAP. These proteins are mobilized rapidly beginning 1-2 d after seed imbibition and this coincides with an increase in specific activity, in the cotyledons, of two aminopeptidases and a carboxypeptidase. The soluble and insoluble proteins in the cotyledons of the mature seed probably function as storage proteins and support the growth of the germinated seed prior to the mobilization of the major protein storage reserves of the endosperm. © 1985 Oxford University Press.",Castor bean; Cotyledon; Hale cultivar; Ricinus communis; Seed development; Seed germination; Storage protein,Article,,Scopus,2-s2.0-1842270362
Webb C.J.,"Protandry, pollination, and self-incompatibility in Discaria toumatou",1985,New Zealand Journal of Botany,23,2,,331,335,,26,10.1080/0028825X.1985.10425335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000703999&doi=10.1080%2f0028825X.1985.10425335&partnerID=40&md5=18c3cb681f993d46af0e13ddbb653b80,"Botany Division, DSIR, Private Bag, Christchurch, New Zealand","Webb, C.J., Botany Division, DSIR, Private Bag, Christchurch, New Zealand","Discaria toumatou (Rhamnaceae) is a spiny shrub endemic to New Zealand. The small white flowers are protandrous. Pollen is presented first and removed by wasps, flies, and bees which visit the flowers; after one to three days the three stylar branches unfold and an exudate is produced covering the stigmatic area at the tip of each branch. Pollen germinates only on the three restricted receptive areas. Controlled crosses on field plants and fluorescent microscopy confirm that D. toumatou is self-incompatible. The site of inhibition is at the stigma. The species provides a clear example of the co-occurrence of dichogamy and self-incompatibility, and has an unspecialised pollination system as is characteristic of many New Zealand plants. © 1985 Taylor & Francis Group, LLC.",Discaria toumatou; Incompatibility; New zealand; Pollen-stigma interference; Protandry; Rhamnaceae; Stigmatic surface,Article,,Scopus,2-s2.0-0000703999
"Dutta T.R., Ahmed R., Abbas S.R., Vasudeva Rao M.K.",Plants used by andaman aborigines in gathering rock-bee honey,1985,Economic Botany,39,2,,130,138,,8,10.1007/BF02907833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544373251&doi=10.1007%2fBF02907833&partnerID=40&md5=42ae93a913e967d51b285ad4038a0eeb,"Central Agricultural Research Institute, Port Blair, 744101, India; Systematic Botanist, Botanical Survey of India, Port Blair, India","Dutta, T.R., Central Agricultural Research Institute, Port Blair, 744101, India; Ahmed, R., Central Agricultural Research Institute, Port Blair, 744101, India; Abbas, S.R., Central Agricultural Research Institute, Port Blair, 744101, India; Vasudeva Rao, M.K., Systematic Botanist, Botanical Survey of India, Port Blair, India","The giant rock bee, Apis dorsata, of Asia is a migratory and ferocious wild bee, which has not yet been tamed. It is the chief source of honey and beeswax in the Andaman region besides being an important pollinating agent. Smoking the nests, which destroys the bees and their brood, has been the only method of honey extraction practised from ancient times. The negrito Onge tribals of Little Andaman use the sap of Orophea katschallica to repel the bees while extracting honey from the hives. Dutta and associates (1983) reported that the sap of Amomum aculeatum, an herb growing in dense tropical forests of South Andaman, acts as a tranquiliser for these bees; with the aid of this sap, honey can be harvested from their hives by natives without protective apparel while the bees remain docile. Further, the hives can be bagged in nylon nettings and transported to desired sites to establish apiaries. A second discovery of similar bee-tranqulising properties in the sap of Zingiber squarrosum of the same habitat is reported here. The pheromoneallomone relationships and economic implications are briefly discussed. © 1985 The New York Botanical Garden.",,Article,,Scopus,2-s2.0-18544373251
"Beri S.M., Sohoo M.S., Sharma H.L.",Estimates of natural cross pollination in Egyptian clover,1985,Euphytica,34,1,,147,151,,8,10.1007/BF00022874,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006536226&doi=10.1007%2fBF00022874&partnerID=40&md5=5e996facef266bfd816cd5713d00630b,"Department of Animal Science, Punjab Agricultural University, Ludhiana, India","Beri, S.M., Department of Animal Science, Punjab Agricultural University, Ludhiana, India; Sohoo, M.S., Department of Animal Science, Punjab Agricultural University, Ludhiana, India; Sharma, H.L., Department of Animal Science, Punjab Agricultural University, Ludhiana, India","The extent of natural cross-pollination in Egyptian clover cultivated in Punjab, India, varied from zero to 4.73% in all the three different sowing arrangements. The high out-crossing percentage in the alternate plant (1.57%) and the concentric circle arrangement (1.6%) was due to the close proximity of the pollen source and the abundant pollen supply. © 1985 Veenman B.V., Wageningen.",Egyptian clover; flower colour genetics; natural cross-pollination; Trifolium alexandrinum,Article,,Scopus,2-s2.0-0006536226
"Sandhu D.K., Waraich M.K.",Yeasts associated with pollinating bees and flower nectar,1985,Microbial Ecology,11,1,,51,58,,58,10.1007/BF02015108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008726933&doi=10.1007%2fBF02015108&partnerID=40&md5=a18684dfd1333e4897a5d97c55ddd05f,"Department of Biology, Guru Nanak Dev University, Amritsar, 143005, India","Sandhu, D.K., Department of Biology, Guru Nanak Dev University, Amritsar, 143005, India; Waraich, M.K., Department of Biology, Guru Nanak Dev University, Amritsar, 143005, India","A study of the yeast flora of 328 honey stomachs from 7 different pollinating bee species, and 342 flower nectar samples of 9 different flower species yielded 766 yeast isolates composed of 16 genera and 47 species. Most of the yeast species from both the sources belonged to the genus Candida, while the most frequently isolated yeasts were Dekkera intermedia from honey stomach and Candida blankii from flower nectar. Among the honey bees, Xylocopa sp., and among flowers, Citrus medica, yielded the highest number of yeast species. Nineteen species of yeasts belonging to 9 genera were common to both the sources. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0008726933
"Rebelo A.G., Siegfried W.R.",Colour and size of flowers in relation to pollination of Erica species,1985,Oecologia,65,4,,584,590,,21,10.1007/BF00379677,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007369203&doi=10.1007%2fBF00379677&partnerID=40&md5=6631b49a03ab3cee2fa0193d66817b94,"FitzPatrick Institute, University of Cape Town, Rondebosch, 7700, South Africa","Rebelo, A.G., FitzPatrick Institute, University of Cape Town, Rondebosch, 7700, South Africa; Siegfried, W.R., FitzPatrick Institute, University of Cape Town, Rondebosch, 7700, South Africa","Data on flower colour polymorphism were recorded for 341 of some 426 species of Erica occurring in the south-western Cape, South Africa. Thirty-eight per cent of these Erica species are colour polymorphic, the incidence of polymorphism being greater than expected for ornithophilous species and lower than expected for anemophilous species. Both altitude and season of flowering are correlated with the incidence of colour polymorphism, with most polymorphs occurring in species which have relatively large altitudinal ranges and extended flowering periods. The mean corolla length for each of pink, purple and white flowers is significantly shorter than that for each of red, orange, yellow and green flowers, suggesting that these two sets of colours correspond with entomophily and ornithophily, respectively. There are no Erica species with blue flowers. We suggest that the patterns of colour polymorphism, because of their relationships with the behaviour of pollinators, may reflect patterns of speciation in the genus. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0007369203
"Kidane-Mariam H.M., Arndt G.C., Macaso-Khwaja A.C., Peloquin S.J.",Comparisons between 4x×2x hybrid and open-pollinated true-potato-seed families,1985,Potato Research,28,1,,35,42,,15,10.1007/BF02357568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9844244355&doi=10.1007%2fBF02357568&partnerID=40&md5=951fa62ba1805f0648d4313f5cb38e6c,"Departments of Horticulture and Genetics, University of Wisconsin, Madison, 53706, WI, United States","Kidane-Mariam, H.M., Departments of Horticulture and Genetics, University of Wisconsin, Madison, 53706, WI, United States; Arndt, G.C., Departments of Horticulture and Genetics, University of Wisconsin, Madison, 53706, WI, United States; Macaso-Khwaja, A.C., Departments of Horticulture and Genetics, University of Wisconsin, Madison, 53706, WI, United States; Peloquin, S.J., Departments of Horticulture and Genetics, University of Wisconsin, Madison, 53706, WI, United States","TPS progenies from open-pollinated and 4x×2x crosses were compared on the basis of seed quality, seedling vigor, seedling tuber production and tuber yield. The hybrids from 4x×2x crosses were superior in all the traits. Even though the hybrid families may have these outstanding features, the relatively high cost of producing seeds can be a limitation to their widespread utilization in developing countries. Seeds from open pollination are much less expensive; their cost of production is only 10-20 % of that of hybrid seeds. Thus, the use of TPS families from open pollination may be an economical method for the production of potatoes from true seed until a suitable method of producing low-cost hybrid seed is available. © 1985 Kluwer Academic Publishers.",plant uniformity; seedling tubers; seedling vigor; tuber yield,Article,,Scopus,2-s2.0-9844244355
"Stort M.N.S., Pavanelli E.A.D.S.",Formation of multiple or adventive embryos in Epidendrum nocturnum Jacq (Orchidaceae),1985,Annals of Botany,55,3,,331,336,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956981873&partnerID=40&md5=bf6100782993d582054843a0695a35cc,"Departamento de Biologia, Instituto de Biociencias, Campus Universitário de Rio Claro, UNESP 13.500, Brazil","Stort, M.N.S., Departamento de Biologia, Instituto de Biociencias, Campus Universitário de Rio Claro, UNESP 13.500, Brazil; Pavanelli, E.A.D.S., Departamento de Biologia, Instituto de Biociencias, Campus Universitário de Rio Claro, UNESP 13.500, Brazil","Under greenhouse conditions, Epidendrum nocturnum Jacq. plants produce fruits by both self-fertilization and cleistogamy. Although adapted to these reproductive processes the species respond also to cross-pollination. Seeds without embryos and with one embryo are usual but occasionally seeds with two, three or four embryos are produced. Multiple embryos are formed by polyembryony and apomixis. © 1985 Annals of Botany Company.",Apomixis; Cleistogamy; Epidendrum nocturnum; Polyembryony; Self-pollination; Supernumerary embryos,Article,,Scopus,2-s2.0-77956981873
Oono K.,Putative homozygous mutations in regenerated plants of rice,1985,MGG Molecular & General Genetics,198,3,,377,384,,45,10.1007/BF00332926,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000733601&doi=10.1007%2fBF00332926&partnerID=40&md5=3c9525cf1ea420bd38fae8f39844829a,"National Institute of Agrobiological Resources, Yatabe, Tsukuba, Ibaraki, 305, Japan","Oono, K., National Institute of Agrobiological Resources, Yatabe, Tsukuba, Ibaraki, 305, Japan","Both normal and putative homozygous mutant (dwarf mutant) rice plants were regenerated from diploid seed callus, cultured in the presence of 1% NaCl. This trait was transmitted at least through the eighth genration (D8) of regenerated plants (D1) by self-pollination, as a homozygous mutation. However, the trait disappeared in the F1, F2, F3 and F4 obtained by reciprocal crosses of mutant plants with either control plants or with progeny of normal regenerated plants. Chimeric reversion of the homozygous mutant trait was observed and the revertant phenotype was transmitted stably to at least three successive generations. Similar dwarf types of homzygous mutation were observed independently in the two varieties, Norin 8 and Nipponbare, in an experimental series of ca. 3000 D1 plants. The frequency of mutations among regenerated plants was calculated to be 1.8×10-2. The mechanism responsible for these phenomena may be heritable gene inactivation induced by in vitro culture. © 1985 Springer-Verlag.",,Article,,Scopus,2-s2.0-0000733601
"Burns-Balogh P., Bernhardt P.",Evolutionary trends in the androecium of the Orchidaceae,1985,Plant Systematics and Evolution,149,01-Feb,,119,134,,18,10.1007/BF00984157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847500241&doi=10.1007%2fBF00984157&partnerID=40&md5=310a74b7acd010f666d9f95c41c42fb0,"Department of Botany, NHB 166, Smithsonian Institution, Washington, DC, 20650, United States; Plant Cell Biology Research Centre, School of Botany, University of Melbourne, Parkville, Victoria, Australia","Burns-Balogh, P., Department of Botany, NHB 166, Smithsonian Institution, Washington, DC, 20650, United States; Bernhardt, P., Plant Cell Biology Research Centre, School of Botany, University of Melbourne, Parkville, Victoria, Australia","The evolution of the androecium in the Orchidaceae shows three major trends. There is a progressive trend in the degree of fusion of the filament(s) and staminode(s) to the gynoecium. Secondly, there is a reduction in the number of fertile anthers. Finally, there is a progressive change in the position of the base of the anther relative to the apex of the stigma; in the more primitive orchids the apex of the stigma is always higher than the base of the anther (this position is reversed in the higher orchids). All three trends reflect variation in the evolution of pollen dispersal and pollen reception mechanisms in the Orchidaceae. Trends in the evolution of the orchid anther(s) tend to parallel trends in the evolution of their pollinaria. © 1985 Springer-Verlag.",Androecium morphology; Angiosperms; evolutionary trends; Orchidaceae; pollination,Article,,Scopus,2-s2.0-33847500241
"Sanford J.C., Skubik K.A., Reisch B.I.",Attempted pollen-mediated plant transformation employing genomic donor DNA,1985,Theoretical and Applied Genetics,69,05-Jun,,571,574,,16,10.1007/BF00251106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444436177&doi=10.1007%2fBF00251106&partnerID=40&md5=ef85fa2d86ea52f9a249b6593a869fcf,"Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, 14456, NY, United States","Sanford, J.C., Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, 14456, NY, United States; Skubik, K.A., Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, 14456, NY, United States; Reisch, B.I., Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, 14456, NY, United States","Experiments were conducted to test the validity of previous reports of pollen-mediated plant transformation utilizing genomic donor DNA. Multiple Mendelian markers were employed in Zea mays L. and Lycopersicon esculentum Mill, to detect transformation events. Pollen from multiple recessive (recipient) lines was incubated with genomic DNA from multiple dominant (donor) lines, under various conditions. Treated pollen was subsequently used for pollinations on multiple recessive females, and resulting seeds were screened for transformation events. Over 200 crosses were made in tomato, and over 80 crosses were made in corn. Over 600 resulting seedlings were tested in tomato and over 800 seeds were screened in corn. Because multiple markers were used, 4,937 potential transformation events were screened. No clear-cut transformation events were observed. Therefore, using well-defined multiple markers, we have been unable to confirm the earlier claims of high efficiency pollen-mediated transformation employing genomic donor DNA. © 1985 Springer-Verlag.",DNA; Lycopersicon; Pollen; Transformation; Zea,Article,,Scopus,2-s2.0-25444436177
Meinke D.W.,Embryo-lethal mutants of Arabidopsis thaliana: analysis of mutants with a wide range of lethal phases,1985,Theoretical and Applied Genetics,69,05-Jun,,543,552,,83,10.1007/BF00251102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250120303&doi=10.1007%2fBF00251102&partnerID=40&md5=6f1645f02a31ff5715051be2b73f9fe3,"Department of Botany and Microbiology, Oklahoma State University, Stillwater, 74078, OK, United States","Meinke, D.W., Department of Botany and Microbiology, Oklahoma State University, Stillwater, 74078, OK, United States","Embryo-lethal mutants of Arabidopsis thaliana were isolated by treating mature seeds with an aqueous solution of ethyl methanesulfonate (EMS), screening the resulting M-1 plants for siliques containing 25% aborted seeds following self-pollination, and verifying the presence of induced mutations in subsequent generations. Thirty-two recessive lethals with a Mendelian pattern of inheritance were examined in detail. Developmental arrest of mutant embryos ranged from the zygotic stage of embryogenesis in mutant 53D-4A to the linear and curled cotyledon stages of development in mutants 112A-2A and 130B-A-2. These lethal phases did not change significantly when plants were grown at 18 °C rather than at 24 °C. Differences between mutant lines were found in the color of arrested embryos and aborted seeds, the percentage and distribution of aborted seeds in heterozygous siliques, the size of arrested embryos, and the extent of abnormal development. Unusual mutant phenotypes included the presence of unusually large suspensors, distorted and fused cotyledons, reduced hypocotyls, and arrested embryos without distinct cotyledons or hypocotyl tissue. The isolation of eight new mutants with a non-random distribution of aborted seeds in heterozygous siliques provides further evidence that many of the genes that control early stages of embryogenesis in plants are also expressed prior to fertilization. © 1985 Springer-Verlag.",Arabidopsis; Embryo-lethal mutants; Pollen-tube growth; Seed development; Suspensor,Article,,Scopus,2-s2.0-34250120303
